,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1997-98,22,IND,NBA,26:20,7,16,2,6,5,10,2,4,3,7,7,2,2,1,2,6,17,10.8
1998-99,23,IND,NBA,18:55,4,10,1,4,3,6,4,4,6,5,9,2,1,2,2,4,9,7.0
1999-00,24,IND,NBA,45:17,8,15,4,6,7,13,9,12,6,10,13,3,3,4,5,6,22,22.5
2000-01,25,IND,NBA,42:46,11,20,4,6,9,15,15,16,6,9,12,5,4,5,5,6,32,26.2
2001-02,26,IND,NBA,36:51,12,18,4,6,8,13,10,10,6,11,14,5,2,3,4,4,32,27.8
2002-03,27,IND,NBA,26:52,6,10,3,5,4,8,6,7,4,8,12,4,1,3,2,3,17,18.1
2003-04,28,IND,NBA,28:44,6,11,3,6,5,8,8,8,3,9,11,4,3,2,3,5,16,16.0
2004-05,29,IND,NBA,46:44,8,17,3,8,7,12,10,11,6,11,15,6,3,2,5,6,25,19.9
2005-06,30,IND,NBA,40:56,7,14,4,8,4,8,9,12,4,11,15,4,2,1,5,6,20,17.4
2006-07,31,DAL,NBA,29:50,11,14,7,10,6,10,5,6,5,8,13,4,2,1,3,4,34,31.0
2007-08,32,GSW,NBA,23:02,6,8,3,5,5,6,5,6,5,8,9,3,2,2,3,6,14,16.4
2008-09,33,TOT,NBA,17:55,5,11,2,3,3,9,5,6,4,4,6,3,1,1,1,2,17,15.6
2008-09,33,MIL,NBA,17:55,5,11,2,3,3,9,5,6,4,4,6,3,1,1,1,2,17,15.6
2008-09,33,SAS,NBA,10:45,1,4,0,2,1,2,0,1,3,3,6,2,0,0,1,1,2,2.6
Career,,,,46:44,12,20,7,10,9,15,15,16,6,11,15,6,4,5,5,6,34,31.0
9 Seasons,,IND,NBA,46:44,12,20,4,8,9,15,15,16,6,11,15,6,4,5,5,6,32,27.8
1 Season,,DAL,NBA,29:50,11,14,7,10,6,10,5,6,5,8,13,4,2,1,3,4,34,31.0
1 Season,,GSW,NBA,23:02,6,8,3,5,5,6,5,6,5,8,9,3,2,2,3,6,14,16.4
1 Season,,MIL,NBA,17:55,5,11,2,3,3,9,5,6,4,4,6,3,1,1,1,2,17,15.6
1 Season,,SAS,NBA,10:45,1,4,0,2,1,2,0,1,3,3,6,2,0,0,1,1,2,2.6
