Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1948-49,23,BLB,BAA,PF,60,NA,NA,0.444,0.48,NA,NA,NA,NA,NA,4.8,0.8,5.6,NA
1949-50,24,BLB,NBA,PF,66,NA,NA,0.388,0.403,NA,NA,NA,NA,NA,0.7,2,2.7,NA
1950-51,25,BLB,NBA,PF,64,NA,NA,0.441,0.481,NA,NA,NA,NA,NA,2.1,1.9,4,NA
1951-52,26,PHW,NBA,PF,63,1126,10.2,0.455,0.371,NA,NA,NA,NA,NA,1.1,0.4,1.5,0.065
Career,NA,,TOT,,253,1126,10.2,0.426,0.442,NA,NA,NA,NA,NA,8.7,5,13.7,0.065
,NA,,NBA,,193,1126,10.2,0.418,0.424,NA,NA,NA,NA,NA,3.9,4.3,8.1,0.065
,NA,,BAA,,60,NA,NA,0.444,0.48,NA,NA,NA,NA,NA,4.8,0.8,5.6,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,BLB,BAA,,190,NA,NA,0.423,0.452,NA,NA,NA,NA,NA,7.6,4.6,12.2,NA
1 season,NA,PHW,NBA,,63,1126,10.2,0.455,0.371,NA,NA,NA,NA,NA,1.1,0.4,1.5,0.065
