Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,24,NYK,NBA,PG,68,NA,NA,NA,NA,0.337,NA,NA,0.652,NA,NA,NA,NA
1950-51,25,NYK,NBA,PG,64,NA,NA,NA,NA,0.371,NA,NA,0.649,NA,NA,NA,NA
1951-52,26,NYK,NBA,PG,64,NA,2018,3.6,8.5,0.43,3.3,5.2,0.631,5.9,6.9,3.2,10.5
1952-53,27,NYK,NBA,PG,61,NA,1783,2.9,7.5,0.381,3.1,5.4,0.569,5.7,6,3.5,8.8
1953-54,28,NYK,NBA,PG,68,NA,2343,3.1,7.6,0.408,3.4,5.3,0.638,4.8,5.4,3.1,9.6
1954-55,29,NYK,NBA,PG,71,NA,2310,3.5,9.1,0.389,3,4.7,0.644,5,8.4,2.2,10.1
1955-56,30,NYK,NBA,PG,62,NA,1685,3.2,9.4,0.347,2.6,4.1,0.627,4.7,7.7,3.1,9.1
1956-57,31,NYK,NBA,PG,72,NA,1191,4.2,11.1,0.383,3.2,4.9,0.644,4.4,6.7,3.1,11.6
1957-58,32,DET,NBA,PG,69,NA,2311,3.2,8.5,0.373,2.3,3.5,0.667,4.5,7.1,2.8,8.7
1958-59,33,DET,NBA,PG,71,NA,2063,4,9.5,0.427,3.3,4.5,0.74,5,7.7,2.6,11.4
1959-60,34,DET,NBA,PG,68,NA,1466,4.4,9.9,0.445,3,4.9,0.617,6.5,8.8,2.8,11.8
Career,NA,,NBA,,738,NA,17170,3.5,8.8,0.389,3,4.7,0.644,5.1,7.2,2.9,10.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 seasons,NA,NYK,NBA,,530,NA,11330,3.4,8.7,0.38,3.1,5,0.632,5.1,6.9,3,9.9
3 seasons,NA,DET,NBA,,208,NA,5840,3.8,9.2,0.412,2.9,4.2,0.68,5.2,7.7,2.7,10.4
