Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1949-50,24,NYK,NBA,PG,68,NA,NA,0.417,0.556,NA,NA,NA,NA,NA,3.4,1.9,5.3,NA
1950-51,25,NYK,NBA,PG,64,NA,NA,0.445,0.573,NA,NA,NA,NA,NA,3.3,1.2,4.5,NA
1951-52,26,NYK,NBA,PG,64,2018,18.9,0.491,0.612,NA,NA,NA,NA,NA,4.7,1.9,6.6,0.157
1952-53,27,NYK,NBA,PG,61,1783,15.5,0.445,0.721,NA,NA,NA,NA,NA,1.9,2.7,4.7,0.125
1953-54,28,NYK,NBA,PG,68,2343,16,0.482,0.7,NA,NA,NA,NA,NA,4.6,1.7,6.3,0.129
1954-55,29,NYK,NBA,PG,71,2310,16.8,0.453,0.522,NA,NA,NA,NA,NA,2.7,2.6,5.3,0.11
1955-56,30,NYK,NBA,PG,62,1685,12.7,0.406,0.441,NA,NA,NA,NA,NA,0.2,1.2,1.3,0.038
1956-57,31,NYK,NBA,PG,72,1191,14.2,0.44,0.445,NA,NA,NA,NA,NA,1.1,1,2.1,0.084
1957-58,32,DET,NBA,PG,69,2311,12.2,0.432,0.414,NA,NA,NA,NA,NA,1.6,2.3,4,0.082
1958-59,33,DET,NBA,PG,71,2063,16.5,0.499,0.475,NA,NA,NA,NA,NA,3.8,3.1,6.9,0.16
1959-60,34,DET,NBA,PG,68,1466,16.4,0.491,0.5,NA,NA,NA,NA,NA,2.3,1.7,4,0.131
Career,NA,,NBA,,738,17170,15.5,0.455,0.539,NA,NA,NA,NA,NA,29.6,21.2,50.9,0.115
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 seasons,NA,NYK,NBA,,530,11330,15.9,0.448,0.571,NA,NA,NA,NA,NA,21.9,14.2,36.1,0.111
3 seasons,NA,DET,NBA,,208,5840,14.8,0.473,0.459,NA,NA,NA,NA,NA,7.8,7,14.8,0.122
