,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1949-50,24,NYK,NBA,,7,,9,11,,,,19
1950-51,25,NYK,NBA,,7,,9,12,,,,16
1951-52,26,NYK,NBA,,10,,11,14,,,6,22
1952-53,27,NYK,NBA,,7,,9,,,,,17
1953-54,28,NYK,NBA,,7,,8,11,,,,21
1954-55,29,NYK,NBA,,9,,8,12,,,5,22
1955-56,30,NYK,NBA,,10,,9,12,,,5,28
1956-57,31,NYK,NBA,,8,,6,11,,,5,20
1957-58,32,DET,NBA,,8,,8,10,,,,18
1958-59,33,DET,NBA,,7,,9,14,,,,23
1959-60,34,DET,NBA,,9,,7,10,,,,22
Career,,,,,10,,11,,,,,28
8 Seasons,,NYK,NBA,,10,,11,,,,,28
3 Seasons,,DET,NBA,,9,,9,14,,,,23
