,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1949-50,24,NYK,NBA,,6,12,6,8,,7,6,15
1950-51,25,NYK,NBA,,4,,5,8,,,6,11
1951-52,26,NYK,NBA,,6,,11,15,,,6,19
1952-53,27,NYK,NBA,,5,,7,13,,,5,14
1953-54,28,NYK,NBA,,3,11,2,4,,2,5,8
1954-55,29,NYK,NBA,,4,,5,,,,3,10
1955-56,30,NYK,NBA,,2,5,0,1,3,9,5,4
1957-58,32,DET,NBA,,8,,4,8,,,3,20
1958-59,33,DET,NBA,,8,13,4,6,,,4,16
1959-60,34,DET,NBA,,3,,1,2,,,2,7
Career,,,,,8,,11,,,,6,20
7 Seasons,,NYK,NBA,,6,,11,,,,6,19
3 Seasons,,DET,NBA,,8,,4,8,,,4,20
