,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2018-19,21,TOT,NBA,SG,79,1802,2%,38%,55%,5%,,+1.8,-0.2,29,6,80,4,33,17,275,13,16
2018-19,21,PHI,NBA,SG,54,1108,3%,48%,42%,8%,,-0.5,-4.7,16,3,56,2,22,13,139,10,4
2018-19,21,LAC,NBA,SG,25,694,,23%,77%,,,+5.6,+5.5,13,3,24,2,11,4,136,3,12
2019-20,22,LAC,NBA,SG,47,1294,16%,67%,17%,,,+5.1,-2.5,17,10,58,3,23,10,209,3,13
Career,,,NBA,,126,3096,8%,50%,39%,3%,,+3.2,-1.1,46,16,138,7,56,27,484,16,29
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,LAC,NBA,,72,1988,10%,52%,38%,,,+5.2,+0.3,30,13,82,5,34,14,345,6,25
1 season,,PHI,NBA,,54,1108,3%,48%,42%,8%,,-0.5,-4.7,16,3,56,2,22,13,139,10,4
