Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1972-73,NA,SDA,ABA,PF,5,32,-9.3,0.167,0.167,0,8.8,15.8,12.2,3.9,NA,NA,29.4,20.2,NA,-0.2,0,-0.2,-0.262
Career,NA,,ABA,,5,32,-9.3,0.167,0.167,0,8.8,15.8,12.2,3.9,NA,NA,29.4,20.2,NA,-0.2,0,-0.2,-0.262
