,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2003-04,23,ORL,NBA,PG,38,364,87%,13%,,,,-4.1,+4.1,9,6,7,3,8,0,89,1,5
2004-05,24,TOT,NBA,PG,21,187,19%,74%,7%,,,-17.1,-18.3,2,3,6,1,0,0,18,0,0
2004-05,24,HOU,NBA,PG,10,108,15%,80%,5%,,,-8.3,-13.5,1,2,3,1,0,0,9,0,0
2004-05,24,MIL,NBA,PG,11,79,23%,66%,10%,,,-28.5,-25.7,1,1,3,0,0,0,9,0,0
2005-06,25,MIL,NBA,PG,12,54,19%,81%,,,,-23.1,-22.1,0,1,1,0,2,1,6,0,0
Career,,,NBA,,71,605,60%,38%,2%,,,-9.8,-5.1,11,10,14,4,10,1,113,1,5
,,,,,,,,,,,,,,,,,,,,,,
1 season,,ORL,NBA,,38,364,87%,13%,,,,-4.1,+4.1,9,6,7,3,8,0,89,1,5
2 seasons,,MIL,NBA,,23,133,22%,72%,6%,,,-26.3,-24.3,1,2,4,0,2,1,15,0,0
1 season,,HOU,NBA,,10,108,15%,80%,5%,,,-8.3,-13.5,1,2,3,1,0,0,9,0,0
