,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1999-00,19,LOUISVILLE,31,921,98,220,19,61,66,86,,101,104,58,6,94,72,281,.445,.311,.767,29.7,9.1,3.3,3.4
2000-01,20,LOUISVILLE,30,946,148,337,40,94,81,120,,105,98,35,7,73,72,417,.439,.426,.675,31.5,13.9,3.5,3.3
2001-02,21,LOUISVILLE,32,1049,209,458,91,241,164,205,,124,114,44,11,70,90,673,.456,.378,.800,32.8,21.0,3.9,3.6
2002-03,22,LOUISVILLE,32,1030,177,383,75,192,145,197,,94,159,55,4,95,82,574,.462,.391,.736,32.2,17.9,2.9,5.0
Career,,,125,3946,632,1398,225,588,456,608,,424,475,192,28,332,316,1945,.452,.383,.750,31.6,15.6,3.4,3.8
