,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2001-02,23,NJN,NBA,C,17,227,,,,1%,99%,+1.8,+2.8,6,1,15,3,9,0,15,0,6
2002-03,24,NJN,NBA,C,20,529,,,,1%,99%,+12.7,+19.8,1,5,37,10,20,0,39,1,14
2003-04,25,NJN,NBA,C,11,266,,,,,100%,+12.4,+19.5,2,6,20,5,6,0,41,2,5
2004-05,26,NJN,NBA,C,4,128,,,,,100%,-12.2,+1.8,0,0,7,3,3,0,3,0,2
2005-06,27,NJN,NBA,C,11,302,,,,,100%,0.0,+2.7,3,1,26,3,9,13,6,2,3
2006-07,28,NJN,NBA,PF,12,329,,,,75%,25%,+5.5,+9.7,3,6,21,5,4,13,4,0,4
2009-10,31,ATL,NBA,C,3,10,,,,,100%,-15.8,-7.5,0,0,3,1,0,0,0,0,0
2010-11,32,ATL,NBA,C,12,158,,,,,100%,-4.8,+0.4,0,1,22,2,3,1,2,0,1
2011-12,33,ATL,NBA,C,5,85,,,,,100%,-2.5,+3.6,4,1,7,4,0,2,0,0,1
Career,,,NBA,,95,2034,,,,13%,87%,+4.7,+10.2,19,21,158,36,54,29,110,5,36
,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,NJN,NBA,,75,1781,,,,14%,86%,+6.0,+11.5,15,19,126,29,51,26,108,5,34
3 seasons,,ATL,NBA,,20,253,,,,,100%,-4.4,+1.2,4,2,32,7,3,3,2,0,2
