Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1969-70,23,MIL,NBA,PF,10,329,11.8,0.516,0.234,NA,NA,NA,8.3,NA,NA,NA,0.3,0.1,0.5,0.067,NA,NA,NA,NA,NA
1970-71,24,MIL,NBA,PF,14,454,15.3,0.556,0.313,NA,NA,12.3,10.1,NA,NA,NA,0.9,0.8,1.7,0.184,NA,NA,NA,NA,NA
Career,NA,,NBA,,24,783,13.8,0.54,0.279,NA,NA,12.3,9.4,NA,NA,NA,1.3,0.9,2.2,0.135,NA,NA,NA,NA,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,MIL,NBA,,24,783,13.8,0.54,0.279,NA,NA,12.3,9.4,NA,NA,NA,1.3,0.9,2.2,0.135,NA,NA,NA,NA,NA
