Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1968-69,22,MIL,NBA,PF,79,NA,2207,276,613,0.45,91,155,0.587,NA,NA,804,137,NA,NA,264,643
1969-70,23,MIL,NBA,PF,82,NA,2368,339,664,0.511,125,174,0.718,NA,NA,712,156,NA,NA,304,803
1970-71,24,MIL,NBA,PF,82,NA,2428,409,799,0.512,141,213,0.662,NA,NA,589,227,NA,NA,284,959
1971-72,25,TOT,NBA,SF,82,NA,2256,309,671,0.461,111,168,0.661,NA,NA,483,222,NA,NA,259,729
1971-72,25,MIL,NBA,SF,28,NA,737,97,198,0.49,41,58,0.707,NA,NA,161,63,NA,NA,92,235
1971-72,25,HOU,NBA,SF,54,NA,1519,212,473,0.448,70,110,0.636,NA,NA,322,159,NA,NA,167,494
1972-73,26,TOT,NBA,SF-PG,76,NA,1610,234,485,0.482,75,128,0.586,NA,NA,383,122,NA,NA,218,543
1972-73,26,HOU,NBA,PG,4,NA,41,5,16,0.313,0,0,NA,NA,NA,8,5,NA,NA,8,10
1972-73,26,POR,NBA,SF,72,NA,1569,229,469,0.488,75,128,0.586,NA,NA,375,117,NA,NA,210,533
1973-74,27,POR,NBA,SF,67,NA,878,99,228,0.434,48,79,0.608,65,124,189,78,41,6,126,246
1974-75,28,POR,NBA,SF,55,NA,519,71,146,0.486,32,48,0.667,29,60,89,27,22,6,96,174
1975-76,29,POR,NBA,SF,1,NA,3,0,1,0,0,0,NA,0,0,0,0,0,0,2,0
Career,NA,,NBA,,524,NA,12269,1737,3607,0.482,623,965,0.646,94,184,3249,969,63,12,1553,4097
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,MIL,NBA,,271,NA,7740,1121,2274,0.493,398,600,0.663,NA,NA,2266,583,NA,NA,944,2640
4 seasons,NA,POR,NBA,,195,NA,2969,399,844,0.473,155,255,0.608,94,184,653,222,63,12,434,953
2 seasons,NA,HOU,NBA,,58,NA,1560,217,489,0.444,70,110,0.636,NA,NA,330,164,NA,NA,175,504
