Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1968-69,22,MIL,NBA,PF,79,NA,27.9,3.5,7.8,0.45,1.2,2,0.587,NA,NA,10.2,1.7,NA,NA,3.3,8.1
1969-70,23,MIL,NBA,PF,82,NA,28.9,4.1,8.1,0.511,1.5,2.1,0.718,NA,NA,8.7,1.9,NA,NA,3.7,9.8
1970-71,24,MIL,NBA,PF,82,NA,29.6,5,9.7,0.512,1.7,2.6,0.662,NA,NA,7.2,2.8,NA,NA,3.5,11.7
1971-72,25,TOT,NBA,SF,82,NA,27.5,3.8,8.2,0.461,1.4,2,0.661,NA,NA,5.9,2.7,NA,NA,3.2,8.9
1971-72,25,MIL,NBA,SF,28,NA,26.3,3.5,7.1,0.49,1.5,2.1,0.707,NA,NA,5.8,2.3,NA,NA,3.3,8.4
1971-72,25,HOU,NBA,SF,54,NA,28.1,3.9,8.8,0.448,1.3,2,0.636,NA,NA,6,2.9,NA,NA,3.1,9.1
1972-73,26,TOT,NBA,SF-PG,76,NA,21.2,3.1,6.4,0.482,1,1.7,0.586,NA,NA,5,1.6,NA,NA,2.9,7.1
1972-73,26,HOU,NBA,PG,4,NA,10.3,1.3,4,0.313,0,0,NA,NA,NA,2,1.3,NA,NA,2,2.5
1972-73,26,POR,NBA,SF,72,NA,21.8,3.2,6.5,0.488,1,1.8,0.586,NA,NA,5.2,1.6,NA,NA,2.9,7.4
1973-74,27,POR,NBA,SF,67,NA,13.1,1.5,3.4,0.434,0.7,1.2,0.608,1,1.9,2.8,1.2,0.6,0.1,1.9,3.7
1974-75,28,POR,NBA,SF,55,NA,9.4,1.3,2.7,0.486,0.6,0.9,0.667,0.5,1.1,1.6,0.5,0.4,0.1,1.7,3.2
1975-76,29,POR,NBA,SF,1,NA,3,0,1,0,0,0,NA,0,0,0,0,0,0,2,0
Career,NA,,NBA,,524,NA,23.4,3.3,6.9,0.482,1.2,1.8,0.646,0.8,1.5,6.2,1.8,0.5,0.1,3,7.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,MIL,NBA,,271,NA,28.6,4.1,8.4,0.493,1.5,2.2,0.663,NA,NA,8.4,2.2,NA,NA,3.5,9.7
4 seasons,NA,POR,NBA,,195,NA,15.2,2,4.3,0.473,0.8,1.3,0.608,0.8,1.5,3.3,1.1,0.5,0.1,2.2,4.9
2 seasons,NA,HOU,NBA,,58,NA,26.9,3.7,8.4,0.444,1.2,1.9,0.636,NA,NA,5.7,2.8,NA,NA,3,8.7
