,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,21,PHI,NBA,SF,65,866,.444,13.7,.782,.284,.065,.156,.276,.218,.474,.679,.056,.419,.395,.333,.775,.062,17,.950,.250,.533,1,0
2001-02,22,CLE,NBA,PF,81,2142,.448,14.9,.738,.222,.078,.133,.305,.263,.498,.669,.380,.412,.441,.310,.715,.070,44,.923,.131,.364,1,1
2002-03,23,CLE,NBA,SF,80,2204,.434,17.0,.558,.177,.041,.120,.220,.442,.497,.698,.241,.459,.404,.354,.736,.051,33,.946,.589,.411,2,0
2003-04,24,BOS,NBA,SG,42,373,.344,16.9,.542,.208,.063,.063,.208,.458,.385,.450,.500,.500,.250,.295,.600,.010,1,1.000,.318,.286,0,0
2004-05,25,LAL,NBA,SF,76,1830,.432,15.9,.463,.282,.043,.049,.088,.537,.480,.540,.476,.333,.372,.391,.667,.029,14,.971,.441,.383,1,0
2005-06,26,CHA,NBA,PF,76,2089,.405,17.9,.545,.154,.030,.075,.287,.455,.456,.602,.455,.455,.379,.343,.749,.016,11,.948,.427,.420,2,0
2006-07,27,PHO,NBA,SF,18,138,.275,21.3,.373,.078,.000,.020,.275,.627,.211,.500,,.000,.143,.313,.750,.000,0,1.000,.281,.333,0,0
Career,,,NBA,,438,9642,.425,16.4,.595,.207,.049,.100,.239,.405,.477,.627,.342,.428,.394,.348,.726,.042,120,.953,.414,.404,7,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,CLE,NBA,,161,4346,.441,16.0,.643,.199,.059,.126,.260,.357,.498,.683,.329,.435,.425,.338,.725,.060,77,.939,.429,.406,3,1
1 season,,CHA,NBA,,76,2089,.405,17.9,.545,.154,.030,.075,.287,.455,.456,.602,.455,.455,.379,.343,.749,.016,11,.948,.427,.420,2,0
1 season,,LAL,NBA,,76,1830,.432,15.9,.463,.282,.043,.049,.088,.537,.480,.540,.476,.333,.372,.391,.667,.029,14,.971,.441,.383,1,0
1 season,,PHI,NBA,,65,866,.444,13.7,.782,.284,.065,.156,.276,.218,.474,.679,.056,.419,.395,.333,.775,.062,17,.950,.250,.533,1,0
1 season,,BOS,NBA,,42,373,.344,16.9,.542,.208,.063,.063,.208,.458,.385,.450,.500,.500,.250,.295,.600,.010,1,1.000,.318,.286,0,0
1 season,,PHO,NBA,,18,138,.275,21.3,.373,.078,.000,.020,.275,.627,.211,.500,,.000,.143,.313,.750,.000,0,1.000,.281,.333,0,0
