Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1999-00,20,PHI,NBA,SF,33,0,138,22,58,0.379,2,4,0.5,20,54,0.37,0.397,11,18,0.611,16,22,38,5,6,5,14,10,57
2000-01,21,PHI,NBA,SF,65,0,866,122,275,0.444,20,60,0.333,102,215,0.474,0.48,40,53,0.755,63,126,189,32,30,15,39,68,304
2001-02,22,CLE,NBA,PF,81,36,2142,287,640,0.448,52,168,0.31,235,472,0.498,0.489,45,68,0.662,125,365,490,116,75,46,79,184,671
2002-03,23,CLE,NBA,SF,80,12,2204,308,710,0.434,111,314,0.354,197,396,0.497,0.512,57,83,0.687,106,299,405,112,67,22,107,176,784
2003-04,24,BOS,NBA,SG,42,2,373,33,96,0.344,13,44,0.295,20,52,0.385,0.411,14,23,0.609,24,44,68,14,12,9,19,48,93
2004-05,25,LAL,NBA,SF,76,23,1830,210,486,0.432,102,261,0.391,108,225,0.48,0.537,55,75,0.733,107,291,398,65,44,24,49,165,577
2005-06,26,CHA,NBA,PF,76,42,2089,298,736,0.405,115,335,0.343,183,401,0.456,0.483,88,121,0.727,105,271,376,63,68,22,74,200,799
2006-07,27,PHO,NBA,SF,18,0,138,14,51,0.275,10,32,0.313,4,19,0.211,0.373,2,2,1,6,17,23,1,5,1,7,19,40
Career,NA,,NBA,,471,115,9780,1294,3052,0.424,425,1218,0.349,869,1834,0.474,0.494,312,443,0.704,552,1435,1987,408,307,144,388,870,3325
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,CLE,NBA,,161,48,4346,595,1350,0.441,163,482,0.338,432,868,0.498,0.501,102,151,0.675,231,664,895,228,142,68,186,360,1455
2 seasons,NA,PHI,NBA,,98,0,1004,144,333,0.432,22,64,0.344,122,269,0.454,0.465,51,71,0.718,79,148,227,37,36,20,53,78,361
1 season,NA,CHA,NBA,,76,42,2089,298,736,0.405,115,335,0.343,183,401,0.456,0.483,88,121,0.727,105,271,376,63,68,22,74,200,799
1 season,NA,LAL,NBA,,76,23,1830,210,486,0.432,102,261,0.391,108,225,0.48,0.537,55,75,0.733,107,291,398,65,44,24,49,165,577
1 season,NA,BOS,NBA,,42,2,373,33,96,0.344,13,44,0.295,20,52,0.385,0.411,14,23,0.609,24,44,68,14,12,9,19,48,93
1 season,NA,PHO,NBA,,18,0,138,14,51,0.275,10,32,0.313,4,19,0.211,0.373,2,2,1,6,17,23,1,5,1,7,19,40
