Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1963-64,22,LAL,NBA,PG,60,762,11.4,0.483,0.51,NA,NA,NA,NA,NA,0.6,0.5,1.1,0.069
1964-65,23,LAL,NBA,PG,77,1671,9.3,0.454,0.322,NA,NA,NA,14.2,NA,0.5,0.9,1.5,0.043
1965-66,24,LAL,NBA,PG,76,1499,11.8,0.479,0.211,NA,NA,NA,19.2,NA,1.1,1.2,2.3,0.073
1966-67,25,SFW,NBA,SG,67,1667,13.7,0.477,0.323,NA,NA,NA,18,NA,1,2.5,3.5,0.101
1967-68,26,SFW,NBA,PG,54,1743,14.6,0.489,0.335,NA,NA,NA,18,NA,1.6,2.1,3.7,0.102
1968-69,27,SFW,NBA,PG,46,1010,9,0.399,0.274,NA,NA,NA,16.9,NA,-1.3,1.2,-0.1,-0.004
1969-70,28,TOT,NBA,PG,34,391,11.1,0.473,0.318,NA,NA,NA,16.5,NA,0,0.4,0.4,0.048
1969-70,28,SFW,NBA,PG,3,105,13.1,0.47,0.304,NA,NA,NA,13.3,NA,0,0.1,0.1,0.048
1969-70,28,CIN,NBA,PG,31,286,10.3,0.474,0.325,NA,NA,NA,17.7,NA,0,0.2,0.3,0.048
1970-71,29,CHI,NBA,PG,55,645,12.8,0.502,0.346,NA,NA,5,16.8,NA,0.7,0.7,1.3,0.099
1971-72,30,CHI,NBA,SG,73,1014,11.7,0.509,0.317,NA,NA,3.8,13.6,NA,1.1,1.4,2.5,0.117
1972-73,31,CHI,NBA,SG,65,785,10.9,0.483,0.198,NA,NA,4.8,14.1,NA,0.4,1,1.5,0.091
Career,NA,,NBA,,607,11187,11.8,0.474,0.307,NA,NA,4.5,16.6,NA,5.8,11.8,17.7,0.076
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,LAL,NBA,,213,3932,10.6,0.47,0.303,NA,NA,NA,16.5,NA,2.3,2.6,4.9,0.059
3 seasons,NA,CHI,NBA,,193,2444,11.8,0.499,0.288,NA,NA,4.5,14.6,NA,2.2,3.1,5.3,0.104
4 seasons,NA,SFW,NBA,,170,4525,13,0.466,0.317,NA,NA,NA,17.6,NA,1.3,5.9,7.2,0.077
1 season,NA,CIN,NBA,,31,286,10.3,0.474,0.325,NA,NA,NA,17.7,NA,0,0.2,0.3,0.048
