Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1963-64,22,LAL,NBA,PG,60,NA,762,4,9.4,0.424,3.1,4.8,0.653,5.3,5.2,4.7,11.1
1964-65,23,LAL,NBA,PG,77,NA,1671,4,10.1,0.392,2.5,3.3,0.781,4.6,3.8,4.2,10.5
1965-66,24,LAL,NBA,PG,76,NA,1499,5.7,13.1,0.437,2.3,2.8,0.817,4.9,5.4,4.3,13.7
1966-67,25,SFW,NBA,SG,67,NA,1667,6.2,14.8,0.418,3.8,4.8,0.787,6.9,5.2,4.2,16.1
1967-68,26,SFW,NBA,PG,54,NA,1743,7,16.5,0.425,4.5,5.5,0.81,5,4.7,3.6,18.5
1968-69,27,SFW,NBA,PG,46,NA,1010,4.9,14,0.348,2.8,3.8,0.722,4.3,4.4,3.5,12.5
1969-70,28,TOT,NBA,PG,34,NA,391,4.9,11.9,0.411,3,3.8,0.805,5.7,4.8,4.3,12.8
1969-70,28,SFW,NBA,PG,3,NA,105,6.5,15.8,0.413,3.8,4.8,0.786,5.5,3.4,2.7,16.8
1969-70,28,CIN,NBA,PG,31,NA,286,4.3,10.4,0.41,2.8,3.4,0.815,5.8,5.3,4.9,11.3
1970-71,29,CHI,NBA,PG,55,NA,645,5.6,12.7,0.439,3.6,4.4,0.81,3.8,4.4,3.1,14.7
1971-72,30,CHI,NBA,SG,73,NA,1014,5.8,12.6,0.455,3.2,4,0.788,2.9,3.6,3.7,14.7
1972-73,31,CHI,NBA,SG,65,NA,785,5.3,12.1,0.441,2,2.4,0.846,3.5,3.7,3.5,12.7
Career,NA,,NBA,,607,NA,11187,5.5,13.1,0.418,3.1,4,0.782,4.8,4.5,3.9,14.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,LAL,NBA,,213,NA,3932,4.6,11.1,0.417,2.5,3.4,0.757,4.9,4.7,4.3,11.8
3 seasons,NA,CHI,NBA,,193,NA,2444,5.6,12.5,0.446,2.9,3.6,0.807,3.3,3.8,3.4,14
4 seasons,NA,SFW,NBA,,170,NA,4525,6.2,15.3,0.406,3.8,4.9,0.786,5.6,4.8,3.8,16.3
1 season,NA,CIN,NBA,,31,NA,286,4.3,10.4,0.41,2.8,3.4,0.815,5.8,5.3,4.9,11.3
