Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1963-64,22,LAL,NBA,PG,4,51,10.4,0.51,0.4,NA,NA,NA,17.4,NA,0.1,0,0,0.03
1964-65,23,LAL,NBA,PG,11,184,12.8,0.504,0.27,NA,NA,NA,18,NA,0.2,0,0.2,0.054
1965-66,24,LAL,NBA,PG,13,287,7.7,0.448,0.202,NA,NA,NA,13.3,NA,0,0.1,0.1,0.018
1966-67,25,SFW,NBA,SG,15,458,16.3,0.505,0.269,NA,NA,NA,14.6,NA,0.9,0.6,1.5,0.158
1967-68,26,SFW,NBA,PG,9,113,13.5,0.475,0.5,NA,NA,NA,23.5,NA,0.1,0.1,0.1,0.053
1968-69,27,SFW,NBA,PG,6,142,14.7,0.419,0.231,NA,NA,NA,21.7,NA,-0.1,0.2,0.1,0.034
1970-71,29,CHI,NBA,PG,7,147,11.4,0.457,0.267,NA,NA,7.2,24.5,NA,0,0.1,0.1,0.045
1971-72,30,CHI,NBA,SG,4,56,11.7,0.505,0.167,NA,NA,5.1,13.2,NA,0.1,0,0.1,0.082
1972-73,31,CHI,NBA,SG,4,14,6.7,0.363,0.333,NA,NA,3.2,20.8,NA,0,0,0,-0.055
Career,NA,,NBA,,73,1452,12.8,0.477,0.268,NA,NA,6.4,17.3,NA,1.1,1.2,2.3,0.076
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,SFW,NBA,,30,713,15.5,0.482,0.286,NA,NA,NA,17.4,NA,0.8,0.9,1.7,0.116
3 seasons,NA,LAL,NBA,,28,522,9.8,0.475,0.242,NA,NA,NA,15.4,NA,0.2,0.1,0.3,0.032
3 seasons,NA,CHI,NBA,,15,217,11.2,0.464,0.24,NA,NA,6.4,21.4,NA,0.1,0.1,0.2,0.048
