,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2003-04,27,DAL,NBA,SF,5,109,.456,9.5,.860,.316,.316,.070,.158,.140,.490,.556,.500,.250,.444,.250,.708,.000,0,1.000,.625,.400,0,0
2004-05,28,WAS,NBA,PF,10,380,.451,13.4,.790,.179,.210,.167,.235,.210,.438,.759,.441,.296,.289,.500,.500,.000,0,.941,.353,.583,0,0
2005-06,29,WAS,NBA,SF,6,253,.424,14.2,.677,.202,.242,.071,.162,.323,.478,.700,.417,.286,.375,.313,.563,.020,2,1.000,.219,.429,0,0
2006-07,30,WAS,NBA,PF,4,173,.476,13.3,.748,.223,.204,.117,.204,.252,.519,.522,.524,.417,.571,.346,.425,.019,2,1.000,.308,.375,0,0
2007-08,31,WAS,NBA,PF,6,237,.406,11.4,.740,.344,.219,.063,.115,.260,.451,.636,.238,.000,.545,.280,.594,.000,0,1.000,.160,.000,0,0
2009-10,33,CLE,NBA,PF,11,375,.467,11.9,.715,.343,.168,.073,.131,.285,.551,.660,.522,.400,.389,.256,.778,.029,4,1.000,.231,.222,0,0
2012-13,36,LAL,NBA,PF,4,79,.435,16.6,.478,.261,.087,.043,.087,.522,.455,.833,.000,.000,.000,.417,.800,.000,0,1.000,.000,,0,0
Career,,,NBA,,46,1606,.448,12.7,.740,.260,.211,.099,.170,.260,.485,.653,.434,.299,.400,.341,.597,.012,8,.983,.256,.378,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,WAS,NBA,,26,1043,.441,13.1,.746,.228,.217,.113,.187,.254,.466,.657,.410,.288,.407,.368,.513,.009,4,.977,.265,.419,0,0
1 season,,CLE,NBA,,11,375,.467,11.9,.715,.343,.168,.073,.131,.285,.551,.660,.522,.400,.389,.256,.778,.029,4,1.000,.231,.222,0,0
1 season,,DAL,NBA,,5,109,.456,9.5,.860,.316,.316,.070,.158,.140,.490,.556,.500,.250,.444,.250,.708,.000,0,1.000,.625,.400,0,0
1 season,,LAL,NBA,,4,79,.435,16.6,.478,.261,.087,.043,.087,.522,.455,.833,.000,.000,.000,.417,.800,.000,0,1.000,.000,,0,0
