,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,24,GSW,NBA,SF,82,3394,.442,11.4,.887,.216,.264,.142,.265,.113,.459,.724,.384,.307,.400,.302,.718,.013,22,.935,.112,.174,0,0
2001-02,25,GSW,NBA,SF,82,3033,.447,10.5,.847,.270,.298,.091,.188,.153,.469,.701,.385,.392,.305,.324,.690,.022,29,.985,.205,.372,3,0
2002-03,26,GSW,NBA,SF,82,3226,.470,12.0,.858,.173,.300,.141,.243,.142,.496,.732,.482,.404,.399,.311,.669,.024,36,.985,.373,.359,1,0
2003-04,27,DAL,NBA,SF,82,2376,.535,7.1,.956,.403,.315,.103,.135,.044,.541,.693,.469,.404,.358,.400,.744,.019,17,1.000,.350,.429,0,0
2004-05,28,WAS,NBA,PF,68,2605,.437,13.0,.825,.201,.226,.129,.269,.175,.457,.690,.390,.320,.403,.341,.663,.006,7,.944,.236,.388,1,0
2005-06,29,WAS,NBA,SF,82,3288,.442,14.0,.750,.196,.205,.088,.261,.250,.458,.621,.431,.409,.372,.394,.641,.011,16,.959,.225,.405,1,0
2006-07,30,WAS,NBA,PF,70,2662,.450,14.1,.667,.240,.175,.061,.191,.333,.492,.648,.457,.357,.372,.364,.588,.003,2,.986,.251,.379,1,0
2007-08,31,WAS,NBA,PF,79,3061,.436,12.9,.750,.238,.222,.101,.190,.250,.468,.641,.452,.329,.346,.339,.552,.007,10,.950,.178,.349,1,0
2008-09,32,WAS,NBA,PF,81,3096,.468,11.9,.779,.288,.213,.095,.183,.221,.501,.631,.479,.394,.376,.351,.639,.008,12,1.000,.144,.370,1,0
2009-10,33,TOT,NBA,PF,66,2406,.461,12.2,.762,.277,.216,.079,.189,.238,.498,.659,.451,.354,.378,.344,.697,.007,6,1.000,.267,.258,0,0
2009-10,33,WAS,NBA,PF,41,1595,.450,12.5,.760,.249,.223,.096,.193,.240,.483,.649,.442,.358,.378,.345,.665,.003,2,1.000,.238,.300,0,0
2009-10,33,CLE,NBA,PF,25,811,.485,11.5,.765,.336,.202,.045,.182,.235,.529,.673,.471,.333,.377,.342,.757,.015,4,1.000,.329,.192,0,0
2010-11,34,CLE,NBA,PF,56,1842,.427,14.5,.700,.164,.239,.094,.203,.300,.462,.681,.445,.317,.371,.346,.792,.007,6,.978,.163,.326,0,0
2011-12,35,CLE,NBA,PF,65,2151,.403,13.2,.744,.230,.229,.068,.217,.256,.425,.629,.397,.282,.282,.341,.724,.002,2,.978,.150,.350,0,0
2012-13,36,LAL,NBA,PF,76,1636,.464,13.3,.595,.308,.193,.031,.063,.405,.535,.655,.405,.278,.472,.361,.765,.007,3,1.000,.279,.385,0,0
2013-14,37,LAC,NBA,PF,22,248,.315,15.7,.554,.250,.109,.065,.130,.446,.412,.609,.300,.167,.250,.195,.762,.000,0,1.000,.268,.091,0,0
Career,,,NBA,,993,35024,.450,12.3,.789,.240,.240,.099,.210,.211,.478,.670,.432,.355,.369,.346,.676,.011,168,.976,.215,.351,9,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,WAS,NBA,,421,16307,.447,13.1,.756,.235,.210,.095,.216,.244,.475,.644,.442,.360,.375,.359,.623,.007,49,.972,.209,.371,5,0
3 seasons,,GSW,NBA,,246,9653,.452,11.3,.866,.218,.286,.127,.236,.134,.473,.718,.417,.359,.377,.313,.694,.019,87,.969,.231,.333,4,0
3 seasons,,CLE,NBA,,146,4804,.425,13.5,.730,.220,.229,.074,.207,.270,.455,.654,.426,.304,.328,.343,.756,.006,12,.981,.179,.303,0,0
1 season,,DAL,NBA,,82,2376,.535,7.1,.956,.403,.315,.103,.135,.044,.541,.693,.469,.404,.358,.400,.744,.019,17,1.000,.350,.429,0,0
1 season,,LAL,NBA,,76,1636,.464,13.3,.595,.308,.193,.031,.063,.405,.535,.655,.405,.278,.472,.361,.765,.007,3,1.000,.279,.385,0,0
1 season,,LAC,NBA,,22,248,.315,15.7,.554,.250,.109,.065,.130,.446,.412,.609,.300,.167,.250,.195,.762,.000,0,1.000,.268,.091,0,0
