,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2003-04,27,DAL,NBA,SF,5,109,,1%,49%,50%,1%,-2.2,-5.6,2,2,7,0,3,0,4,0,2
2004-05,28,WAS,NBA,PF,10,380,,,24%,75%,1%,+2.8,+26.6,4,5,12,6,11,0,25,1,3
2005-06,29,WAS,NBA,SF,6,253,,,47%,53%,,+3.1,+16.4,5,4,15,1,11,1,41,1,5
2006-07,30,WAS,NBA,PF,4,173,,,35%,65%,,-10.2,-4.0,1,2,7,3,13,1,12,4,4
2007-08,31,WAS,NBA,PF,6,237,,,6%,94%,,-12.4,-45.4,5,4,15,0,12,1,14,2,8
2009-10,33,CLE,NBA,PF,11,375,,,3%,95%,3%,+5.0,+11.7,7,4,20,4,18,1,32,5,9
2012-13,36,LAL,NBA,PF,4,79,,,74%,26%,,-29.8,-15.9,0,3,5,0,2,0,2,0,2
Career,,,NBA,,46,1606,,,25%,74%,1%,-2.2,+3.3,24,24,81,14,70,4,130,13,33
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,WAS,NBA,,26,1043,,,27%,72%,,-2.7,+2.7,15,15,49,10,47,3,92,8,20
1 season,,CLE,NBA,,11,375,,,3%,95%,3%,+5.0,+11.7,7,4,20,4,18,1,32,5,9
1 season,,DAL,NBA,,5,109,,1%,49%,50%,1%,-2.2,-5.6,2,2,7,0,3,0,4,0,2
1 season,,LAL,NBA,,4,79,,,74%,26%,,-29.8,-15.9,0,3,5,0,2,0,2,0,2
