,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2011-12,22,LAC,NBA,PF,11,393,,,,57%,43%,-5.8,-3.6,5,8,13,6,32,4,67,10,12
2012-13,23,LAC,NBA,PF,6,158,,,,80%,20%,-12.8,-13.7,4,4,10,2,9,2,35,4,3
2013-14,24,LAC,NBA,PF,13,478,,,,90%,11%,+1.6,+0.7,7,13,18,9,38,4,113,9,11
2014-15,25,LAC,NBA,PF,14,557,,,,92%,8%,+4.2,+16.8,23,18,25,2,47,3,211,14,23
2015-16,26,LAC,NBA,PF,4,127,,,,92%,8%,+1.6,+2.9,0,8,2,1,10,1,38,3,5
2016-17,27,LAC,NBA,PF,3,99,,,,100%,,+6.0,+11.3,3,2,1,0,2,1,19,1,4
2018-19,29,DET,NBA,PF,2,58,,,,95%,5%,-7.3,+25.1,2,4,5,0,5,0,28,3,1
Career,,,NBA,,53,1870,,,,83%,17%,-0.5,+4.8,44,57,74,20,143,15,511,44,59
,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,LAC,NBA,,51,1812,,,,83%,17%,-0.3,+4.2,42,53,69,20,138,15,483,41,58
1 season,,DET,NBA,,2,58,,,,95%,5%,-7.3,+25.1,2,4,5,0,5,0,28,3,1
