,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2015-16,21,BRK,NBA,SF,29,615,.457,9.2,.899,.449,.138,.080,.232,.101,.476,.581,.158,.636,.406,.286,.576,.065,9,.750,.357,.200,0,0
2016-17,22,BRK,NBA,SF,78,1761,.434,8.0,.876,.483,.181,.138,.072,.124,.463,.584,.296,.347,.308,.224,.518,.076,37,.933,.358,.208,1,0
2017-18,23,BRK,NBA,SF,68,1920,.472,7.6,.925,.377,.273,.206,.069,.075,.491,.597,.369,.477,.440,.241,.556,.041,29,1.000,.500,.333,1,0
2018-19,24,BRK,NBA,SF,59,1234,.411,6.6,.899,.470,.292,.129,.008,.101,.436,.559,.324,.254,.250,.184,.712,.045,19,1.000,.714,.229,0,0
2019-20,25,TOR,NBA,SF,52,998,.471,4.4,.942,.681,.180,.061,.020,.058,.493,.572,.226,.500,.167,.118,.650,.095,24,1.000,.529,.000,1,0
Career,,,NBA,,286,6528,.448,7.1,.908,.470,.233,.145,.060,.092,.472,.579,.320,.408,.374,.214,.594,.059,118,.953,.498,.230,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,BRK,NBA,,234,5530,.444,7.6,.903,.437,.242,.158,.066,.097,.468,.581,.330,.403,.384,.223,.584,.054,94,.951,.495,.253,2,0
1 season,,TOR,NBA,,52,998,.471,4.4,.942,.681,.180,.061,.020,.058,.493,.572,.226,.500,.167,.118,.650,.095,24,1.000,.529,.000,1,0
