Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1991-92,24,SEA,NBA,C,45,1,381,48,101,0.475,0,0,NA,48,101,0.475,0.475,24,32,0.75,33,36,69,12,9,7,27,40,120
1992-93,25,SAC,NBA,C,46,0,467,81,171,0.474,0,4,0,81,167,0.485,0.474,57,81,0.704,48,75,123,37,13,5,28,43,219
1993-94,26,TOT,NBA,C,30,9,579,95,165,0.576,0,2,0,95,163,0.583,0.576,43,53,0.811,53,86,139,34,9,8,33,69,233
1993-94,26,CHH,NBA,C,16,8,378,66,109,0.606,0,1,0,66,108,0.611,0.606,31,38,0.816,34,55,89,28,5,7,23,36,163
1993-94,26,WSB,NBA,C,14,1,201,29,56,0.518,0,1,0,29,55,0.527,0.518,12,15,0.8,19,31,50,6,4,1,10,33,70
1994-95,27,MIL,NBA,C,82,3,2064,344,647,0.532,8,29,0.276,336,618,0.544,0.538,119,194,0.613,160,266,426,110,42,18,123,218,815
1995-96,28,MIL,NBA,C,74,1,958,153,327,0.468,5,30,0.167,148,297,0.498,0.476,84,110,0.764,58,119,177,68,20,11,79,126,395
1996-97,29,BOS,NBA,C,74,15,1614,214,454,0.471,2,10,0.2,212,444,0.477,0.474,144,171,0.842,128,195,323,104,46,18,109,154,574
1997-98,30,MIA,NBA,C,18,0,209,28,62,0.452,0,0,NA,28,62,0.452,0.452,32,44,0.727,16,30,46,12,9,5,11,27,88
1998-99,31,MIA,NBA,C,7,0,35,3,13,0.231,0,0,NA,3,13,0.231,0.231,2,2,1,1,4,5,1,0,1,3,6,8
1999-00,32,LAC,NBA,C,3,0,9,1,2,0.5,0,0,NA,1,2,0.5,0.5,0,0,NA,1,1,2,0,0,0,0,1,2
Career,NA,,NBA,,379,29,6316,967,1942,0.498,15,75,0.2,952,1867,0.51,0.502,505,687,0.735,498,812,1310,378,148,73,413,684,2454
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,MIL,NBA,,156,4,3022,497,974,0.51,13,59,0.22,484,915,0.529,0.517,203,304,0.668,218,385,603,178,62,29,202,344,1210
1 season,NA,BOS,NBA,,74,15,1614,214,454,0.471,2,10,0.2,212,444,0.477,0.474,144,171,0.842,128,195,323,104,46,18,109,154,574
1 season,NA,SAC,NBA,,46,0,467,81,171,0.474,0,4,0,81,167,0.485,0.474,57,81,0.704,48,75,123,37,13,5,28,43,219
1 season,NA,SEA,NBA,,45,1,381,48,101,0.475,0,0,NA,48,101,0.475,0.475,24,32,0.75,33,36,69,12,9,7,27,40,120
2 seasons,NA,MIA,NBA,,25,0,244,31,75,0.413,0,0,NA,31,75,0.413,0.413,34,46,0.739,17,34,51,13,9,6,14,33,96
1 season,NA,CHH,NBA,,16,8,378,66,109,0.606,0,1,0,66,108,0.611,0.606,31,38,0.816,34,55,89,28,5,7,23,36,163
1 season,NA,WSB,NBA,,14,1,201,29,56,0.518,0,1,0,29,55,0.527,0.518,12,15,0.8,19,31,50,6,4,1,10,33,70
1 season,NA,LAC,NBA,,3,0,9,1,2,0.5,0,0,NA,1,2,0.5,0.5,0,0,NA,1,1,2,0,0,0,0,1,2
