,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2008-09,20,CHI,NBA,PG,7,313,97%,3%,,,,-5.9,-4.8,18,11,12,4,8,0,104,3,8
2009-10,21,CHI,NBA,PG,5,212,100%,1%,,,,-13.8,-30.1,7,5,6,0,8,3,78,0,13
2010-11,22,CHI,NBA,PG,16,649,98%,2%,,,,+5.8,+8.1,34,14,17,6,59,0,275,12,36
2011-12,23,CHI,NBA,PG,1,37,100%,,,,,+9.8,+13.7,2,3,1,0,1,0,19,0,3
2014-15,26,CHI,NBA,PG,12,454,98%,3%,,,,+8.4,+23.7,24,11,13,3,17,0,185,2,25
2017-18,29,MIN,NBA,PG,5,119,25%,74%,1%,,,-0.6,+18.2,5,2,6,1,2,1,32,0,6
Career,,,NBA,,46,1784,93%,7%,,,,+1.7,+6.1,90,46,55,14,95,4,693,17,91
,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,CHI,NBA,,41,1665,98%,2%,,,,+1.9,+5.2,85,44,49,13,93,3,661,17,85
1 season,,MIN,NBA,,5,119,25%,74%,1%,,,-0.6,+18.2,5,2,6,1,2,1,32,0,6
