,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2008-09,20,CHI,NBA,55:20,12,25,3,5,12,24,8,9,5,9,11,13,4,2,7,6,27,25.2
2009-10,21,CHI,NBA,50:15,16,33,4,7,16,33,9,12,4,9,9,13,3,3,7,6,39,35.7
2010-11,22,CHI,NBA,50:19,18,33,6,11,18,28,18,21,3,11,12,17,6,3,10,6,42,36.4
2011-12,23,CHI,NBA,44:33,14,29,4,8,14,24,14,15,3,7,8,16,3,3,8,5,35,32.6
2013-14,25,CHI,NBA,34:21,9,23,6,11,8,19,6,7,3,4,6,7,2,1,8,3,20,16.3
2014-15,26,CHI,NBA,42:55,14,33,6,12,14,22,9,10,3,6,8,11,3,2,11,4,32,30.5
2015-16,27,CHI,NBA,54:13,14,34,3,6,13,31,9,10,3,7,9,10,3,1,7,6,34,23.2
2016-17,28,NYK,NBA,42:33,13,28,3,5,13,26,10,13,5,7,10,11,3,2,7,4,30,26.3
2017-18,29,TOT,NBA,31:15,9,16,2,4,9,13,6,6,2,3,4,3,2,1,4,4,20,13.1
2017-18,29,CLE,NBA,31:15,9,16,2,4,9,13,6,6,2,3,4,3,2,1,4,4,20,13.1
2017-18,29,MIN,NBA,21:49,6,11,1,2,6,10,2,2,1,1,1,3,1,0,2,1,14,10.5
2018-19,30,MIN,NBA,40:51,19,31,7,9,15,25,11,11,4,7,7,11,3,2,6,4,50,34.2
2019-20,31,DET,NBA,36:59,15,24,5,10,14,22,10,10,4,6,7,12,4,2,6,4,31,26.4
Career,,,,55:20,19,34,7,12,18,33,18,21,5,11,12,17,6,3,11,6,50,36.4
7 Seasons,,CHI,NBA,55:20,18,34,6,12,18,33,18,21,5,11,12,17,6,3,11,6,42,36.4
1 Season,,NYK,NBA,42:33,13,28,3,5,13,26,10,13,5,7,10,11,3,2,7,4,30,26.3
2 Seasons,,MIN,NBA,40:51,19,31,7,9,15,25,11,11,4,7,7,11,3,2,6,4,50,34.2
1 Season,,DET,NBA,36:59,15,24,5,10,14,22,10,10,4,6,7,12,4,2,6,4,31,26.4
1 Season,,CLE,NBA,31:15,9,16,2,4,9,13,6,6,2,3,4,3,2,1,4,4,20,13.1
