,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2008-09,20,CHI,NBA,PG,81,3000,.475,10.4,.940,.392,.089,.127,.332,.060,.491,.577,.444,.403,.436,.222,.342,.017,19,.813,.139,.300,7,0
2009-10,21,CHI,NBA,PG,78,2871,.489,11.0,.956,.313,.141,.146,.355,.044,.500,.558,.531,.483,.443,.267,.309,.019,24,.563,.233,.286,2,0
2010-11,22,CHI,NBA,PG,81,3026,.445,13.0,.759,.294,.164,.105,.196,.241,.481,.611,.374,.437,.399,.332,.204,.020,32,.594,.052,.300,9,0
2011-12,23,CHI,NBA,PG,39,1375,.435,12.6,.751,.317,.183,.092,.160,.249,.475,.582,.457,.328,.369,.312,.173,.017,12,.500,.017,.333,5,0
2013-14,25,CHI,NBA,PG,10,311,.354,12.3,.713,.299,.226,.073,.116,.287,.359,.531,.243,.417,.105,.340,.405,.006,1,.875,.106,.400,0,0
2014-15,26,CHI,NBA,PG,51,1530,.405,14.2,.675,.260,.154,.107,.154,.325,.465,.558,.519,.281,.380,.280,.248,.006,5,.684,.041,.273,6,1
2015-16,27,CHI,NBA,PG,66,2097,.427,10.7,.857,.300,.205,.160,.191,.143,.449,.510,.423,.476,.360,.293,.223,.001,1,.909,.147,.318,2,0
2016-17,28,NYK,NBA,PG,64,2082,.471,8.8,.939,.411,.201,.149,.177,.061,.487,.557,.413,.432,.457,.217,.217,.009,8,.692,.183,.455,5,0
2017-18,29,TOT,NBA,PG,25,420,.435,9.6,.839,.419,.172,.075,.172,.161,.474,.667,.281,.429,.219,.233,.405,.005,1,.571,.367,.273,1,0
2017-18,29,CLE,NBA,PG,16,308,.439,9.8,.818,.417,.152,.091,.159,.182,.481,.655,.250,.417,.286,.250,.365,.000,0,.500,.292,.286,0,0
2017-18,29,MIN,NBA,PG,9,112,.426,9.2,.889,.426,.222,.037,.204,.111,.458,.696,.333,.500,.091,.167,.500,.019,1,1.000,.667,.250,1,0
2018-19,30,MIN,NBA,PG,51,1392,.482,12.1,.806,.290,.175,.158,.183,.194,.509,.651,.364,.496,.435,.370,.249,.001,1,.685,.144,.524,3,0
2019-20,31,DET,NBA,PG,50,1298,.490,10.9,.805,.301,.252,.145,.106,.195,.535,.665,.458,.468,.438,.306,.173,.003,2,.644,.122,.444,1,0
Career,,,NBA,,596,19402,.456,11.5,.839,.323,.169,.130,.217,.161,.485,.582,.431,.436,.413,.304,.253,.011,106,.661,.095,.363,41,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 seasons,,CHI,NBA,,406,14210,.448,11.9,.833,.314,.155,.124,.240,.167,.478,.568,.442,.425,.409,.302,.265,.014,94,.660,.073,.306,31,1
1 season,,NYK,NBA,,64,2082,.471,8.8,.939,.411,.201,.149,.177,.061,.487,.557,.413,.432,.457,.217,.217,.009,8,.692,.183,.455,5,0
2 seasons,,MIN,NBA,,60,1504,.478,11.9,.812,.299,.178,.150,.185,.188,.505,.656,.361,.496,.409,.362,.266,.002,2,.691,.164,.480,4,0
1 season,,DET,NBA,,50,1298,.490,10.9,.805,.301,.252,.145,.106,.195,.535,.665,.458,.468,.438,.306,.173,.003,2,.644,.122,.444,1,0
1 season,,CLE,NBA,,16,308,.439,9.8,.818,.417,.152,.091,.159,.182,.481,.655,.250,.417,.286,.250,.365,.000,0,.500,.292,.286,0,0
