,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2003-04,28,DEN,NBA,PF,4,6,,,92%,,8%,+82.5,+89.0,0,0,0,0,0,0,0,0,0
2004-05,29,HOU,NBA,SF,7,125,,,84%,16%,,-8.1,-8.2,2,3,9,1,2,0,14,1,4
2007-08,32,NOH,NBA,SF,9,39,,,100%,,,+11.5,+7.7,0,1,1,0,1,0,4,0,0
2008-09,33,NOH,NBA,SF,1,2,,,100%,,,+58.3,+86.0,0,0,0,0,0,0,0,0,1
Career,,,NBA,,21,172,,,88%,12%,,+0.3,-0.1,2,4,10,1,3,0,18,1,5
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,NOH,NBA,,10,41,,,100%,,,+13.8,+11.5,0,1,1,0,1,0,4,0,1
1 season,,HOU,NBA,,7,125,,,84%,16%,,-8.1,-8.2,2,3,9,1,2,0,14,1,4
1 season,,DEN,NBA,,4,6,,,92%,,8%,+82.5,+89.0,0,0,0,0,0,0,0,0,0
