,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,25,DEN,NBA,SF,57,696,.556,5.5,.924,.660,.118,.007,.139,.076,.571,.695,.118,1.000,.350,.364,.711,.014,2,1.000,.636,.571,0,0
2001-02,26,DEN,NBA,SF,75,1686,.479,6.0,.961,.648,.065,.055,.192,.039,.495,.603,.250,.294,.271,.083,.705,.020,6,1.000,.333,.000,3,0
2002-03,27,DEN,NBA,SG,62,996,.492,7.8,.964,.528,.081,.066,.289,.036,.500,.567,.375,.385,.439,.286,.737,.015,3,1.000,.286,.000,0,0
2003-04,28,DEN,NBA,PF,52,392,.340,7.1,1.000,.566,.075,.038,.321,.000,.340,.533,.000,.000,.118,,.833,.019,1,,,,0,0
2004-05,29,HOU,NBA,SF,66,604,.423,12.2,.946,.324,.036,.072,.514,.054,.419,.444,.250,.250,.439,.500,.886,.000,0,1.000,1.000,.500,0,0
2005-06,30,HOU,NBA,SF,68,652,.298,13.5,.823,.298,.032,.097,.395,.177,.333,.514,.250,.167,.245,.136,.824,.000,0,1.000,.545,.167,0,0
2007-08,32,NOH,NBA,SF,53,660,.490,7.9,.990,.530,.040,.080,.340,.010,.495,.660,.250,.250,.324,.000,.837,.050,5,,1.000,.000,0,0
2008-09,33,NOH,NBA,SF,21,219,.579,7.0,1.000,.579,.079,.026,.316,.000,.579,.773,.333,.000,.333,,.909,.026,1,,,,0,0
2009-10,34,OKC,NBA,SF,1,8,1.000,0.0,1.000,1.000,.000,.000,.000,.000,1.000,1.000,,,,,.000,.000,0,,,,0,0
Career,,,NBA,,455,5913,.463,8.0,.945,.537,.067,.058,.284,.055,.477,.605,.236,.274,.334,.220,.763,.017,18,1.000,.542,.281,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,DEN,NBA,,246,3770,.488,6.5,.957,.611,.081,.047,.218,.043,.499,.610,.228,.333,.327,.233,.722,.017,12,1.000,.433,.308,3,0
2 seasons,,HOU,NBA,,134,1256,.357,12.9,.881,.311,.034,.085,.451,.119,.377,.479,.250,.200,.349,.214,.859,.000,0,1.000,.643,.278,0,0
2 seasons,,NOH,NBA,,74,879,.514,7.7,.993,.543,.051,.065,.333,.007,.518,.693,.286,.222,.326,.000,.859,.043,6,,1.000,.000,0,0
1 season,,OKC,NBA,,1,8,1.000,0.0,1.000,1.000,.000,.000,.000,.000,1.000,1.000,,,,,.000,.000,0,,,,0,0
