,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1949-50,27,TRI,NBA,,8,,7,10,,,6,23
1951-52,29,TOT,NBA,,5,,4,6,,,5,14
1951-52,29,FTW,NBA,,5,,4,6,,,5,14
1952-53,30,FTW,NBA,,3,,1,4,,,6,7
Career,,,,,8,,7,10,,,6,23
2 Seasons,,FTW,NBA,,5,,4,6,,,6,14
1 Season,,TRI,NBA,,8,,7,10,,,6,23
