Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1949-50,27,TRI,NBA,SF,64,NA,NA,0.405,0.287,NA,NA,NA,NA,NA,1.6,2.1,3.7,NA
1950-51,28,TRI,NBA,SF,68,NA,NA,0.408,0.312,NA,NA,NA,NA,NA,0.9,2.9,3.8,NA
1951-52,29,TOT,NBA,SF,66,1904,11.1,0.387,0.408,NA,NA,NA,NA,NA,-1.5,1.4,-0.1,-0.003
1951-52,29,MLH,NBA,SF,50,1616,11.5,0.385,0.419,NA,NA,NA,NA,NA,-1.4,1.2,-0.2,-0.007
1951-52,29,FTW,NBA,SF,16,288,8.8,0.4,0.345,NA,NA,NA,NA,NA,-0.1,0.2,0.1,0.022
1952-53,30,FTW,NBA,SF,69,1571,10.8,0.389,0.345,NA,NA,NA,NA,NA,-1.6,1.5,-0.1,-0.002
Career,NA,,NBA,,267,3475,10.9,0.399,0.334,NA,NA,NA,NA,NA,-0.5,7.9,7.3,-0.003
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,"TRI,MLH",NBA,,182,1616,11.5,0.401,0.331,NA,NA,NA,NA,NA,1.1,6.2,7.3,-0.007
2 seasons,NA,FTW,NBA,,85,1859,10.5,0.39,0.345,NA,NA,NA,NA,NA,-1.6,1.7,0.1,0.002
