,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2003-04,26,NYK,NBA,C,4,97,.500,3.7,1.000,.533,.333,.100,.033,.000,.500,.750,.300,.000,.000,,.733,.167,5,,,,0,0
2004-05,27,SAS,NBA,C,23,528,.528,3.5,.992,.592,.320,.080,.000,.008,.524,.635,.375,.300,,1.000,.538,.232,24,1.000,.000,,0,0
2005-06,28,SAS,NBA,C,8,94,.733,5.6,.933,.667,.133,.000,.133,.067,.714,.700,1.000,,.500,1.000,.600,.267,4,1.000,.000,,0,0
2006-07,29,DET,NBA,C,2,6,.500,7.0,1.000,.500,.000,.500,.000,.000,.500,1.000,,.000,,,.000,.000,0,,,,0,0
2009-10,32,CHA,NBA,C,4,48,.579,6.0,1.000,.474,.211,.211,.105,.000,.579,.889,.250,.250,.500,,.545,.000,0,,,,0,0
2010-11,33,OKC,NBA,C,14,148,.412,7.1,1.000,.500,.118,.235,.147,.000,.412,.471,.250,.375,.400,,.786,.118,3,,,,0,0
2011-12,34,OKC,NBA,C,8,83,.500,5.9,1.000,.563,.125,.250,.063,.000,.500,.667,.500,.250,.000,,.875,.125,2,,,,0,0
2012-13,35,CHI,NBA,C,12,114,.512,8.1,1.000,.390,.171,.293,.146,.000,.512,.625,.286,.417,.667,,.667,.049,2,,,,0,0
2013-14,36,CHI,NBA,C,2,5,.000,3.0,1.000,.000,1.000,.000,.000,.000,.000,,.000,,,,,.000,0,,,,0,0
2014-15,37,CHI,NBA,C,3,14,.286,10.6,.857,.429,.000,.429,.000,.143,.333,.667,,.000,,.000,.000,.143,1,,.000,,0,0
2015-16,38,OKC,NBA,C,5,10,.500,11.5,1.000,.500,.000,.000,.500,.000,.500,1.000,,,.000,,1.000,.000,0,,,,0,0
Career,,,NBA,,85,1147,.514,5.3,.990,.534,.240,.154,.062,.010,.512,.654,.357,.289,.444,.667,.615,.161,41,1.000,.000,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,SAS,NBA,,31,622,.550,3.8,.986,.600,.300,.071,.014,.014,.543,.643,.405,.300,.500,1.000,.547,.236,28,1.000,.000,,0,0
3 seasons,,OKC,NBA,,27,241,.442,6.9,1.000,.519,.115,.231,.135,.000,.442,.556,.333,.333,.286,,.826,.115,5,,,,0,0
3 seasons,,CHI,NBA,,17,133,.469,8.3,.980,.388,.163,.306,.122,.020,.479,.632,.250,.333,.667,.000,.609,.061,3,,.000,,0,0
1 season,,CHA,NBA,,4,48,.579,6.0,1.000,.474,.211,.211,.105,.000,.579,.889,.250,.250,.500,,.545,.000,0,,,,0,0
1 season,,NYK,NBA,,4,97,.500,3.7,1.000,.533,.333,.100,.033,.000,.500,.750,.300,.000,.000,,.733,.167,5,,,,0,0
1 season,,DET,NBA,,2,6,.500,7.0,1.000,.500,.000,.500,.000,.000,.500,1.000,,.000,,,.000,.000,0,,,,0,0
