,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2010-11,21,LAC,NBA,PG,81,1841,100%,,,,,-6.4,-5.2,104,50,57,22,47,7,641,16,34
2011-12,22,LAC,NBA,PG,40,464,84%,16%,,,,+4.1,+1.4,23,13,29,7,19,2,152,4,5
2012-13,23,LAC,NBA,PG,76,1553,88%,12%,,,,+4.6,-3.9,76,36,47,12,54,5,531,15,38
2013-14,24,PHO,NBA,PG,43,1416,96%,4%,,,,+4.3,+2.8,81,44,47,8,87,7,564,21,28
2014-15,25,PHO,NBA,PG,81,2800,81%,19%,,,,+0.6,+5.6,152,81,65,20,165,23,1145,47,51
2015-16,26,PHO,NBA,PG,31,1059,100%,,,,,-2.9,+5.9,63,24,27,9,58,10,447,13,25
2016-17,27,PHO,NBA,PG,66,2176,96%,4%,,,,-4.4,+3.3,128,58,63,24,159,9,979,34,45
2017-18,28,TOT,NBA,PG,74,2322,100%,1%,,,,+2.4,+10.3,132,49,62,18,118,15,840,35,45
2017-18,28,PHO,NBA,PG,3,83,87%,13%,,,,-39.1,-30.2,3,4,1,3,6,1,19,3,1
2017-18,28,MIL,NBA,PG,71,2239,100%,,,,,+4.1,+9.6,129,45,61,15,112,14,821,32,44
2018-19,29,MIL,NBA,PG,78,2272,99%,1%,,,,+10.9,+5.5,94,46,46,14,121,15,1026,37,50
2019-20,30,MIL,NBA,PG,56,1524,100%,,,,,+13.2,+3.9,71,36,37,23,98,15,733,31,37
Career,,,NBA,,626,17427,94%,6%,,,,+2.5,+3.5,924,437,480,157,926,108,7058,253,358
,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,PHO,NBA,,224,7534,91%,9%,,,,-1.1,+4.1,427,211,203,64,475,50,3154,118,150
3 seasons,,MIL,NBA,,205,6035,100%,,,,,+9.0,+6.6,294,127,144,52,331,44,2580,100,131
3 seasons,,LAC,NBA,,197,3858,93%,7%,,,,-0.7,-3.8,203,99,133,41,120,14,1324,35,77
