,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2015-16,23,TOR,NBA,C,5,29,.750,4.0,1.000,.750,.000,.250,.000,.000,.750,1.000,,.000,,,1.000,.750,3,,,,0,0
2016-17,24,TOR,NBA,C,3,7,.500,1.0,1.000,1.000,.000,.000,.000,.000,.500,.500,,,,,1.000,.000,0,,,,0,0
2017-18,25,TOR,NBA,C,5,24,.000,1.0,1.000,1.000,.000,.000,.000,.000,.000,.000,,,,,,1.000,0,,,,0,0
Career,,,NBA,,13,60,.571,2.7,1.000,.857,.000,.143,.000,.000,.571,.667,,.000,,,1.000,.571,3,,,,0,0
