,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1981-82,18,AUBURN,28,746,144,242,,,68,107,,275,30,13,51,45,99,356,.595,,.636,26.6,12.7,9.8,1.1
1982-83,19,AUBURN,28,782,161,250,,,82,130,,266,49,32,45,80,102,404,.644,,.631,27.9,14.4,9.5,1.8
1983-84,20,AUBURN,28,794,162,254,,,99,145,,265,58,31,49,65,89,423,.638,,.683,28.4,15.1,9.5,2.1
Career,,,84,2322,467,746,,,249,382,,806,137,76,145,190,290,1183,.626,,.652,27.6,14.1,9.6,1.6
