Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1984-85,21,PHI,NBA,PF,82,60,2347,6.5,12,0.545,0,0.1,0.167,6.5,11.9,0.548,4.5,6.1,0.733,4.1,6.7,10.8,2.4,1.5,1.2,3.2,4.6,17.6
1985-86,22,PHI,NBA,PF,80,80,2952,7.3,12.7,0.572,0.2,0.9,0.227,7,11.8,0.598,4.8,7,0.685,4.3,8.2,12.5,3.8,2.1,1.5,4.3,4.1,19.5
1986-87,23,PHI,NBA,PF,68,62,2740,7.3,12.3,0.594,0.3,1.4,0.202,7,10.9,0.643,5.6,7.4,0.761,5.1,7.9,13.1,4.3,1.6,1.4,4.2,3.3,20.5
1987-88,24,PHI,NBA,PF,80,80,3170,8.6,14.6,0.587,0.5,1.8,0.28,8.1,12.8,0.63,8.1,10.8,0.751,4.4,6.4,10.8,2.9,1.1,1.2,3.5,3.2,25.7
1988-89,25,PHI,NBA,PF,79,79,3088,8.2,14.1,0.579,0.4,1.9,0.216,7.8,12.2,0.636,7,9.3,0.753,4.7,6.8,11.5,3.8,1.5,0.8,3,3.1,23.7
1989-90,26,PHI,NBA,SF,79,79,3085,8.2,13.7,0.6,0.2,1.1,0.217,8,12.7,0.632,6.5,8.7,0.749,4.2,6.4,10.6,3.6,1.7,0.6,2.8,2.9,23.2
1990-91,27,PHI,NBA,SF,67,67,2498,9.6,16.8,0.57,0.6,2.2,0.284,8.9,14.6,0.614,6.8,9.5,0.722,3.7,6.1,9.8,4.1,1.6,0.5,3,2.5,26.6
1991-92,28,PHI,NBA,SF,75,75,2881,7.8,14.1,0.552,0.4,1.7,0.234,7.4,12.4,0.597,5.7,8.2,0.695,3.4,7,10.4,3.8,1.7,0.5,2.9,2.4,21.6
1992-93,29,PHO,NBA,PF,76,76,2859,9,17.3,0.52,0.8,2.8,0.305,8.2,14.6,0.561,5.6,7.3,0.765,3,8.7,11.7,4.8,1.5,0.9,2.9,2.5,24.5
1993-94,30,PHO,NBA,PF,65,65,2298,8.1,16.4,0.495,0.8,2.8,0.27,7.4,13.6,0.541,5,7.1,0.704,3.1,8.3,11.4,4.6,1.6,0.6,3.2,2.5,22
1994-95,31,PHO,NBA,PF,68,66,2382,8.4,17.2,0.486,1.1,3.3,0.338,7.3,13.9,0.521,5.7,7.7,0.748,3.1,8.4,11.4,4.2,1.7,0.7,2.3,3,23.6
1995-96,32,PHO,NBA,PF,71,71,2632,7.9,15.9,0.5,0.7,2.4,0.28,7.3,13.5,0.539,6,7.7,0.777,3.3,7.9,11.2,3.6,1.6,0.8,3,2.8,22.6
1996-97,33,HOU,NBA,PF,53,53,2009,6,12.4,0.484,1,3.7,0.283,5,8.7,0.569,5.2,7.4,0.694,3.8,9,12.8,4.4,1.2,0.4,2.7,2.7,18.2
1997-98,34,HOU,NBA,PF,68,41,2243,5.8,11.9,0.485,0.3,1.3,0.214,5.5,10.6,0.52,4.8,6.4,0.746,3.9,8.9,12.7,3.5,1.1,0.4,2.4,3,16.6
1998-99,35,HOU,NBA,PF,42,40,1526,5.7,11.8,0.478,0.1,0.6,0.16,5.6,11.3,0.495,4.5,6.3,0.719,3.9,8.2,12.2,4.5,1,0.3,2.4,2.1,15.9
1999-00,36,HOU,NBA,PF,20,18,620,6.2,12.9,0.477,0.3,1.5,0.231,5.8,11.4,0.51,4.1,6.4,0.645,4.1,8,12.1,3.7,0.8,0.2,2.6,2.8,16.8
Career,NA,,NBA,,1073,1012,39330,7.7,14.3,0.541,0.5,1.8,0.266,7.2,12.4,0.581,5.8,7.9,0.735,3.9,7.6,11.5,3.9,1.5,0.8,3.1,3,21.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 seasons,NA,PHI,NBA,,610,582,22761,7.9,13.8,0.576,0.3,1.4,0.241,7.6,12.4,0.614,6.2,8.5,0.733,4.3,6.9,11.2,3.6,1.6,1,3.4,3.2,22.4
4 seasons,NA,PHO,NBA,,280,278,10171,8.4,16.7,0.501,0.8,2.8,0.301,7.5,13.9,0.542,5.6,7.5,0.751,3.1,8.3,11.4,4.3,1.6,0.8,2.9,2.7,23.2
4 seasons,NA,HOU,NBA,,183,152,6398,5.9,12.2,0.482,0.5,1.9,0.253,5.4,10.2,0.525,4.8,6.7,0.712,3.9,8.7,12.6,4.1,1.1,0.4,2.5,2.7,17
