,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2005-06,21,CHA,NBA,PF,23,398,,,4%,85%,11%,-3.0,+1.6,10,10,29,9,25,1,51,6,16
2006-07,22,CHA,NBA,PF,35,838,,,,88%,12%,-0.7,+4.0,23,13,55,10,53,4,154,10,20
2008-09,24,CHA,NBA,PF,24,301,,,,95%,5%,-16.0,-15.9,11,8,16,4,11,2,22,2,9
2009-10,25,SAC,NBA,C,37,331,,,,42%,58%,0.0,+5.1,7,4,31,3,13,7,37,2,9
Career,,,NBA,,119,1868,,,1%,80%,19%,-3.5,+0.5,51,35,131,26,102,14,264,20,54
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,CHA,NBA,,82,1537,,,1%,89%,10%,-4.3,-0.5,44,31,100,23,89,7,227,18,45
1 season,,SAC,NBA,,37,331,,,,42%,58%,0.0,+5.1,7,4,31,3,13,7,37,2,9
