Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1958-59,23,TOT,NBA,PG,64,NA,17.3,2.3,6.5,0.356,1.2,1.6,0.733,2.8,1.1,1.7,5.9
1958-59,23,CIN,NBA,,22,NA,29.9,3,9.4,0.319,1.5,2.3,0.667,3.7,1.4,2.5,7.5
1958-59,23,PHW,NBA,PG,42,NA,10.8,2,5,0.393,1,1.3,0.796,2.3,1,1.3,5
1959-60,24,PHW,NBA,SG,67,NA,15.7,1.9,5.3,0.357,0.8,1.3,0.609,2.4,1.2,0.9,4.6
1960-61,25,PHW,NBA,SG,54,NA,11.3,1.8,5.6,0.319,0.9,1,0.821,1.7,1.1,1.1,4.4
1961-62,26,TOT,NBA,SG,40,NA,22.5,2.8,8.3,0.338,2.5,3.1,0.784,2.6,2.5,1.6,8.1
1961-62,26,CHP,NBA,SG,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-62,26,STL,NBA,SG,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Career,NA,,NBA,,225,NA,16.3,2.2,6.3,0.344,1.2,1.7,0.735,2.4,1.4,1.3,5.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,PHW,NBA,,163,NA,13,1.9,5.3,0.352,0.9,1.2,0.721,2.1,1.1,1.1,4.6
1 season,NA,STL,NBA,,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,CIN,NBA,,22,NA,29.9,3,9.4,0.319,1.5,2.3,0.667,3.7,1.4,2.5,7.5
1 season,NA,CHP,NBA,,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
