Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1958-59,23,TOT,NBA,PG,64,1109,9,0.404,0.251,NA,NA,NA,NA,NA,-0.5,0.7,0.3,0.011
1958-59,23,CIN,NBA,,22,657,5.2,0.362,0.246,NA,NA,NA,NA,NA,-0.8,0.2,-0.6,-0.046
1958-59,23,PHW,NBA,PG,42,452,14.5,0.445,0.256,NA,NA,NA,NA,NA,0.3,0.6,0.9,0.095
1959-60,24,PHW,NBA,SG,67,1049,7.7,0.389,0.244,NA,NA,NA,NA,NA,-0.7,1.3,0.5,0.025
1960-61,25,PHW,NBA,SG,54,610,7.6,0.365,0.184,NA,NA,NA,NA,NA,-1.1,0.6,-0.5,-0.043
1961-62,26,TOT,NBA,SG,40,898,NA,0.417,0.378,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-62,26,CHP,NBA,SG,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-62,26,STL,NBA,SG,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Career,NA,,NBA,,225,3666,8.2,0.395,0.265,NA,NA,NA,NA,NA,-2.3,2.6,0.3,0.003
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,PHW,NBA,,163,2111,9.1,0.395,0.226,NA,NA,NA,NA,NA,-1.5,2.4,0.9,0.02
1 season,NA,STL,NBA,,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,CIN,NBA,,22,657,5.2,0.362,0.246,NA,NA,NA,NA,NA,-0.8,0.2,-0.6,-0.046
1 season,NA,CHP,NBA,,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
