Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1958-59,23,TOT,NBA,PG,64,NA,1109,4.8,13.6,0.356,2.5,3.4,0.733,5.8,2.3,3.6,12.2
1958-59,23,CIN,NBA,,22,NA,657,3.6,11.3,0.319,1.9,2.8,0.667,4.4,1.6,3,9.1
1958-59,23,PHW,NBA,PG,42,NA,452,6.6,16.8,0.393,3.4,4.3,0.796,7.7,3.2,4.5,16.6
1959-60,24,PHW,NBA,SG,67,NA,1049,4.4,12.2,0.357,1.8,3,0.609,5.5,2.8,2.1,10.5
1960-61,25,PHW,NBA,SG,54,NA,610,5.7,17.9,0.319,2.7,3.3,0.821,5.4,3.5,3.5,14.2
1961-62,26,TOT,NBA,SG,40,NA,898,4.5,13.3,0.338,3.9,5,0.784,4.1,4,2.5,12.9
1961-62,26,CHP,NBA,SG,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-62,26,STL,NBA,SG,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Career,NA,,NBA,,225,NA,3666,4.8,13.8,0.344,2.7,3.7,0.735,5.2,3,2.9,12.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,PHW,NBA,,163,NA,2111,5.2,14.9,0.352,2.4,3.4,0.721,5.9,3.1,3,12.9
1 season,NA,STL,NBA,,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,CIN,NBA,,22,NA,657,3.6,11.3,0.319,1.9,2.8,0.667,4.4,1.6,3,9.1
1 season,NA,CHP,NBA,,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
