,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1958-59,23,TOT,NBA,,12,,6,7,,,5,30
1958-59,23,CIN,NBA,,10,,5,6,,,5,22
1958-59,23,PHW,NBA,,12,22,6,7,,6,5,30
1959-60,24,PHW,NBA,,10,17,4,8,8,7,5,20
1960-61,25,PHW,NBA,,9,23,6,6,,8,5,20
1961-62,26,TOT,NBA,,9,,7,,,,,25
1961-62,26,CHP,NBA,,9,,7,,,,,25
1961-62,26,STL,NBA,,9,,7,,,,,21
Career,,,,,12,,7,,,,,30
3 Seasons,,PHW,NBA,,12,23,6,8,,8,5,30
1 Season,,STL,NBA,,9,,7,,,,,21
1 Season,,CIN,NBA,,10,,5,6,,,5,22
1 Season,,CHP,NBA,,9,,7,,,,,25
