,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2011-12,20,SAS,NBA,PG,29,266,80%,20%,,,,-8.3,-17.6,6,3,12,2,4,1,86,1,4
2012-13,21,SAS,NBA,PG,28,388,77%,23%,,,,-0.1,-7.7,13,5,13,1,9,6,116,1,10
2013-14,22,SAS,NBA,SG,68,936,47%,53%,,,,+1.2,-9.1,22,8,42,7,40,9,262,7,18
2014-15,23,SAS,NBA,PG,79,1444,74%,26%,,,,+6.3,-0.3,25,29,48,9,56,13,445,17,32
2015-16,24,TOR,NBA,SG,80,2046,43%,57%,,,,+7.2,+4.9,33,51,64,11,59,10,602,13,46
2016-17,25,TOR,NBA,PG,80,2003,61%,39%,,,,+1.8,-5.5,65,23,60,11,46,19,644,12,40
2017-18,26,IND,NBA,PG,82,2210,62%,38%,,,,0.0,-3.5,50,18,66,4,28,18,609,6,27
2018-19,27,IND,NBA,PG,82,2063,55%,45%,,,,+5.7,+5.0,57,9,65,3,14,24,748,3,22
2019-20,28,SAC,NBA,PG,64,1538,75%,25%,,,,+0.3,+4.5,43,16,66,3,22,33,535,6,10
Career,,,NBA,,592,12894,60%,40%,,,,+3.0,-0.6,314,162,436,51,278,133,4047,66,209
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,SAS,NBA,,204,3034,67%,33%,,,,+2.7,-5.5,66,45,115,19,109,29,909,26,64
2 seasons,,IND,NBA,,164,4273,58%,42%,,,,+2.8,+0.6,107,27,131,7,42,42,1357,9,49
2 seasons,,TOR,NBA,,160,4049,52%,48%,,,,+4.5,-0.3,98,74,124,22,105,29,1246,25,86
1 season,,SAC,NBA,,64,1538,75%,25%,,,,+0.3,+4.5,43,16,66,3,22,33,535,6,10
