,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2011-12,20,SAS,NBA,PG,29,266,.314,14.3,.786,.214,.157,.043,.371,.214,.345,.400,.182,.667,.346,.200,.474,.014,1,1.000,.333,.000,0,0
2012-13,21,SAS,NBA,PG,28,388,.464,11.2,.809,.364,.164,.073,.209,.191,.506,.650,.500,.500,.261,.286,.600,.000,0,.833,.571,.333,1,0
2013-14,22,SAS,NBA,SG,68,936,.475,11.6,.857,.298,.177,.121,.260,.143,.502,.658,.404,.313,.478,.316,.395,.000,0,1.000,.605,.391,1,0
2014-15,23,SAS,NBA,PG,79,1444,.504,9.9,.893,.392,.185,.134,.182,.107,.520,.602,.474,.436,.453,.364,.403,.002,0,.938,.568,.360,3,0
2015-16,24,TOR,NBA,SG,80,2046,.439,10.9,.812,.297,.239,.111,.164,.188,.478,.615,.400,.385,.406,.273,.189,.000,0,.967,.309,.441,1,0
2016-17,25,TOR,NBA,PG,80,2003,.452,12.4,.796,.248,.212,.120,.216,.204,.477,.598,.421,.380,.448,.356,.175,.000,0,.958,.311,.357,0,0
2017-18,26,IND,NBA,PG,82,2210,.424,15.4,.685,.171,.106,.152,.255,.315,.457,.602,.422,.435,.390,.353,.270,.000,0,.910,.242,.370,2,0
2018-19,27,IND,NBA,PG,82,2063,.412,15.7,.688,.146,.162,.170,.210,.312,.454,.675,.360,.452,.374,.322,.269,.000,0,.927,.216,.351,4,1
2019-20,28,SAC,NBA,PG,64,1538,.420,15.0,.637,.152,.217,.141,.127,.363,.460,.696,.425,.327,.383,.351,.213,.000,0,.894,.269,.389,0,0
Career,,,NBA,,592,12894,.441,13.1,.763,.241,.184,.132,.206,.237,.476,.620,.412,.405,.409,.331,.278,.001,1,.930,.303,.369,12,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,SAS,NBA,,204,3034,.474,10.9,.862,.345,.178,.114,.225,.138,.500,.614,.434,.408,.425,.314,.428,.002,1,.946,.551,.338,5,0
2 seasons,,IND,NBA,,164,4273,.418,15.5,.687,.159,.133,.161,.234,.313,.455,.634,.386,.443,.383,.338,.269,.000,0,.918,.230,.361,6,1
2 seasons,,TOR,NBA,,160,4049,.446,11.7,.803,.271,.225,.116,.192,.197,.478,.607,.411,.382,.431,.318,.182,.000,0,.962,.310,.395,1,0
1 season,,SAC,NBA,,64,1538,.420,15.0,.637,.152,.217,.141,.127,.363,.460,.696,.425,.327,.383,.351,.213,.000,0,.894,.269,.389,0,0
