Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2012-13,21,SAS,NBA,PG,20,0,192,7.3,15.6,0.464,0.6,3.1,0.182,6.7,12.6,0.533,1.4,3.1,0.455,2.2,6.4,8.6,6.7,1.7,0.6,2.8,4.2,16.5,NA,101,103
2013-14,22,SAS,NBA,SG,17,0,87,10.1,20.8,0.486,0,1.8,0,10.1,19.1,0.531,8.3,10.7,0.778,0.6,4.8,5.4,5.4,1.8,0,2.4,4.2,28.6,NA,114,106
2014-15,23,SAS,NBA,PG,4,0,22,11.5,13.8,0.833,0,0,NA,11.5,13.8,0.833,2.3,4.6,0.5,0,2.3,2.3,0,0,2.3,2.3,4.6,25.4,NA,125,111
2015-16,24,TOR,NBA,SG,20,0,452,8.2,17.6,0.466,0.9,2.8,0.333,7.2,14.7,0.492,2.8,3.8,0.75,1.3,3.6,4.9,5.6,2.1,0.2,2.6,5.6,20.2,NA,106,109
2016-17,25,TOR,NBA,PG,10,2,212,7.5,17.3,0.437,2.2,5.3,0.409,5.3,11.9,0.449,1.9,1.9,1,1,4.1,5.1,7.5,1,0.5,3.4,4.1,19.2,NA,102,113
2017-18,26,IND,NBA,PG,7,0,143,4.4,12.2,0.364,1.1,4.1,0.273,3.3,8.1,0.409,2.2,2.2,1,0.7,5.6,6.3,7.8,3.3,0.7,1.5,3.7,12.2,NA,109,102
2018-19,27,IND,NBA,PG,4,0,85,7.1,14.2,0.5,2.4,5.3,0.444,4.7,8.9,0.533,1.2,1.2,1,0.6,3.6,4.1,2.4,2.4,0,0,4.1,17.8,NA,123,106
Career,NA,,NBA,,82,2,1193,7.6,16.5,0.461,1.1,3.5,0.325,6.5,13,0.498,2.7,3.5,0.759,1.2,4.4,5.6,6,1.9,0.4,2.4,4.6,19,NA,107,108
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,SAS,NBA,,41,0,301,8.4,17,0.495,0.4,2.5,0.143,8.1,14.6,0.554,3.5,5.4,0.645,1.6,5.6,7.2,5.8,1.6,0.5,2.6,4.2,20.7,NA,107,104
2 seasons,NA,TOR,NBA,,30,2,664,8,17.5,0.457,1.4,3.7,0.37,6.6,13.8,0.48,2.6,3.2,0.8,1.2,3.7,4.9,6.2,1.8,0.3,2.9,5.1,19.9,NA,105,111
2 seasons,NA,IND,NBA,,11,0,228,5.5,13,0.421,1.6,4.6,0.35,3.9,8.4,0.459,1.8,1.8,1,0.7,4.8,5.5,5.7,3,0.5,0.9,3.9,14.4,NA,114,104
