,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2016-17,20,HOU,NBA,C,5,52,,,,,100%,-39.4,-46.2,1,1,4,1,2,0,6,0,0
2017-18,21,HOU,NBA,C,1,22,,,,100%,,-15.8,-24.5,2,0,0,1,0,0,2,0,0
Career,,,NBA,,6,74,,,,30%,70%,-32.4,-39.8,3,1,4,2,2,0,8,0,0
