Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1957-58,22,NYK,NBA,PG,36,NA,295,22,100,0.22,25,37,0.676,45,54,34,69
1958-59,23,NYK,NBA,PG,1,NA,7,0,3,0,0,0,NA,1,1,1,0
1959-60,24,NYK,NBA,PG,4,NA,29,1,10,0.1,3,3,1,4,10,2,5
Career,NA,,NBA,,41,NA,331,23,113,0.204,28,40,0.7,50,65,37,74
