Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2019-20,21,BOS,NBA,PF,1,0,13:37,3,8,0.375,0,4,0,0,0,NA,0,1,3,3,0,0,0,6
Career,NA,,NBA,,1,0,14,3,8,0.375,0,4,0,0,0,NA,0,1,3,3,0,0,0,6
