Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1961-62,28,CIN,NBA,SG,4,NA,157,27,62,0.435,14,16,0.875,19,20,11,68
1962-63,29,CIN,NBA,SG,12,NA,407,56,135,0.415,23,31,0.742,45,39,44,135
1963-64,30,CIN,NBA,SG,10,NA,301,41,108,0.38,15,20,0.75,39,39,40,97
Career,NA,,NBA,,26,NA,865,124,305,0.407,52,67,0.776,103,98,95,300
