,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,21,ORL,NBA,SG,4,178,,65%,35%,1%,,-9.8,-17.6,3,4,3,1,17,0,78,8,7
2001-02,22,ORL,NBA,SG,4,178,1%,66%,33%,,,-4.6,+3.9,4,9,5,0,19,0,50,5,4
2002-03,23,ORL,NBA,SG,7,308,,61%,38%,1%,,-8.8,-4.8,15,5,6,6,29,0,74,6,7
2004-05,25,HOU,NBA,SF,7,301,,,27%,70%,3%,-4.4,-14.5,14,8,13,2,23,0,109,7,6
2006-07,27,HOU,NBA,SG,7,280,,76%,24%,,,-6.2,-14.9,8,9,5,2,22,1,121,4,9
2007-08,28,HOU,NBA,SG,6,247,,86%,14%,,,-0.8,+20.7,10,4,3,3,18,1,96,3,7
2011-12,32,ATL,NBA,SF,6,90,,4%,65%,31%,,-12.0,-9.8,5,3,1,2,3,0,15,0,2
2012-13,33,SAS,NBA,SF,6,31,,,75%,25%,,+36.1,+29.6,0,1,0,0,0,0,16,0,0
Career,,,NBA,,47,1613,,53%,31%,16%,1%,-5.3,-4.5,59,43,36,16,131,2,559,33,42
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,HOU,NBA,,20,828,,51%,22%,25%,1%,-3.9,-4.1,32,21,21,7,63,2,326,14,22
3 seasons,,ORL,NBA,,15,664,,63%,36%,1%,,-7.9,-5.9,22,18,14,7,65,0,202,19,18
1 season,,ATL,NBA,,6,90,,4%,65%,31%,,-12.0,-9.8,5,3,1,2,3,0,15,0,2
1 season,,SAS,NBA,,6,31,,,75%,25%,,+36.1,+29.6,0,1,0,0,0,0,16,0,0
