,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2009-10,29,HOU,NBA,C,63,891,,,,,100%,+1.9,+3.1,12,10,51,8,27,7,100,5,20
2010-11,30,TOT,NBA,PF,40,373,,,,58%,42%,+0.7,+4.0,5,9,10,3,9,2,28,2,11
2010-11,30,TOR,NBA,PF,11,150,,,,26%,74%,+8.4,+15.9,1,5,4,0,3,0,14,1,5
2010-11,30,NOH,NBA,PF,29,223,,,,79%,21%,-4.8,-5.9,4,4,6,3,6,2,14,1,6
Career,,,NBA,,103,1264,,,,17%,83%,+1.6,+3.4,17,19,61,11,36,9,128,7,31
,,,,,,,,,,,,,,,,,,,,,,
1 season,,HOU,NBA,,63,891,,,,,100%,+1.9,+3.1,12,10,51,8,27,7,100,5,20
1 season,,NOH,NBA,,29,223,,,,79%,21%,-4.8,-5.9,4,4,6,3,6,2,14,1,6
1 season,,TOR,NBA,,11,150,,,,26%,74%,+8.4,+15.9,1,5,4,0,3,0,14,1,5
