Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1958-59,24,MNL,NBA,SF,70,2855,23.6,0.488,0.462,NA,NA,NA,NA,NA,7,2.8,9.8,0.165
1959-60,25,MNL,NBA,SF,70,2873,25.2,0.489,0.432,NA,NA,NA,NA,NA,7.4,4.1,11.5,0.192
1960-61,26,LAL,NBA,SF,73,3133,28.2,0.498,0.398,NA,NA,NA,NA,NA,9.1,5.7,14.8,0.227
1961-62,27,LAL,NBA,SF,48,2129,26.5,0.492,0.397,NA,NA,NA,NA,NA,4.9,3,7.9,0.179
1962-63,28,LAL,NBA,SF,80,3370,26.6,0.519,0.348,NA,NA,NA,NA,NA,9.3,5.1,14.4,0.205
1963-64,29,LAL,NBA,SF,78,3164,21.1,0.487,0.33,NA,NA,NA,NA,NA,4.7,2.5,7.2,0.109
1964-65,30,LAL,NBA,SF,74,3056,20.5,0.463,0.321,NA,NA,NA,15,NA,2.5,2.4,4.9,0.078
1965-66,31,LAL,NBA,SF,65,1975,16.9,0.456,0.326,NA,NA,NA,15.7,NA,0.5,2,2.6,0.062
1966-67,32,LAL,NBA,SF,70,2706,20.2,0.491,0.326,NA,NA,NA,11.3,NA,3.5,2.7,6.2,0.109
1967-68,33,LAL,NBA,SF,77,3029,21,0.505,0.363,NA,NA,NA,16.4,NA,4.9,3.2,8,0.127
1968-69,34,LAL,NBA,SF,76,3064,20.7,0.5,0.347,NA,NA,NA,20.2,NA,5.1,3.4,8.5,0.133
1969-70,35,LAL,NBA,SF,54,2213,20.8,0.537,0.34,NA,NA,NA,19,NA,4.5,3.3,7.8,0.168
1970-71,36,LAL,NBA,SF,2,57,9,0.462,0.316,NA,NA,8.6,4.4,NA,0,0,0,0.032
1971-72,37,LAL,NBA,SF,9,239,13.6,0.487,0.278,NA,NA,10.6,9.2,NA,0.1,0.4,0.5,0.097
Career,NA,,NBA,,846,33863,22.7,0.494,0.366,NA,NA,10.2,16.1,NA,63.6,40.5,104.2,0.148
