Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2005-06,27,DET,NBA,SG,1,0,13:28,3,7,0.429,0,0,NA,0,0,NA,0,0,1,0,0,1,1,6
2006-07,28,DET,NBA,SG,1,0,15:00,4,8,0.5,0,1,0,0,0,NA,2,6,1,0,0,2,1,8
2007-08,29,DET,NBA,SG,1,0,18:00,4,9,0.444,1,1,1,0,0,NA,0,0,2,0,0,0,0,9
Career,NA,,NBA,,3,0,46,11,24,0.458,1,2,0.5,0,0,NA,2,6,4,0,0,3,2,23
