Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2002-03,24,DET,NBA,SG,17,659,16.8,0.54,0.089,0.386,3.1,8.8,5.9,16.3,1.1,0.1,13.9,30.1,NA,0.6,0.6,1.2,0.088,NA,1.2,-1.3,-0.1,0.3
2003-04,25,DET,NBA,SG,23,924,19.6,0.53,0.096,0.341,4,9.1,6.6,23.5,1.6,0.1,13.4,27.6,NA,2.3,1.3,3.5,0.182,NA,2.3,1.3,3.6,1.3
2004-05,26,DET,NBA,SG,25,1079,13.7,0.512,0.078,0.272,3.2,8.7,5.9,18.7,1.1,0.2,13.7,25.2,NA,0.3,1.6,1.9,0.085,NA,-0.1,-0.3,-0.4,0.5
2005-06,27,DET,NBA,SG,18,690,15,0.509,0.129,0.368,2.7,6.6,4.6,14.4,1.4,0.6,9.8,28.1,NA,0.5,0.8,1.3,0.09,NA,0.8,-0.5,0.3,0.4
2006-07,28,DET,NBA,SG,16,638,16.4,0.517,0.079,0.353,5.9,7,6.4,18.7,1.2,0.3,9.6,24.3,NA,1.3,0.6,1.8,0.138,NA,2,-0.6,1.4,0.6
2007-08,29,DET,NBA,SG,17,656,20,0.559,0.091,0.354,3.6,10.4,7,20.4,2,1.1,12.7,28.2,NA,1.2,0.7,1.9,0.14,NA,3.1,0.7,3.8,1
2008-09,30,DET,NBA,SG,4,154,9.1,0.418,0.169,0.169,1.6,7.9,4.7,25,1.9,0.6,13.6,24.2,NA,-0.3,0.1,-0.3,-0.084,NA,-0.9,-0.1,-0.9,0
2011-12,33,CHI,NBA,SG,6,171,13.6,0.489,0.086,0.314,5.2,6.8,6.1,19.5,0.3,0,9.1,23.9,NA,0.2,0.2,0.4,0.103,NA,1.3,-0.6,0.6,0.1
2012-13,34,CHI,NBA,SG,4,68,7.6,0.452,0.259,0.148,0,5.6,2.7,13,0.8,2.5,14.8,23.5,NA,-0.1,0,-0.1,-0.067,NA,-1.3,0.3,-0.9,0
Career,NA,,NBA,,130,5039,16.3,0.522,0.097,0.332,3.7,8.4,6,19,1.4,0.4,12.4,26.9,NA,5.9,5.7,11.7,0.111,NA,1.3,-0.1,1.3,4.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,DET,NBA,,120,4800,16.5,0.524,0.096,0.335,3.7,8.5,6,19.1,1.4,0.4,12.5,27,NA,5.8,5.6,11.4,0.114,NA,1.4,-0.1,1.3,4.1
2 seasons,NA,CHI,NBA,,10,239,11.9,0.48,0.134,0.268,3.8,6.5,5.1,17.7,0.5,0.7,10.7,23.7,NA,0.1,0.2,0.3,0.055,NA,0.6,-0.4,0.2,0.1
