,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2005-06,23,LAL,NBA,C,3,25,,,,7%,93%,-18.8,-11.7,1,0,2,0,2,0,0,2,0
2006-07,24,LAL,NBA,C,4,48,,,,9%,91%,-23.2,-15.2,0,0,4,1,4,2,2,0,0
2007-08,25,LAL,NBA,C,19,187,,,,28%,73%,-12.9,-18.4,2,2,20,4,9,1,11,1,0
2010-11,28,NYK,NBA,C,4,75,,,,,100%,-19.8,-17.0,1,1,1,0,6,1,10,2,1
2011-12,29,MIA,NBA,C,12,121,,,,,100%,+3.5,-5.2,1,1,8,4,5,0,2,1,3
2012-13,30,LAC,NBA,C,5,59,,,,13%,88%,+7.9,+18.0,1,1,5,0,0,0,0,0,1
Career,,,NBA,,47,515,,,,13%,87%,-8.9,-10.3,6,5,40,9,26,4,25,6,5
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,LAL,NBA,,26,260,,,,22%,78%,-15.3,-17.2,3,2,26,5,15,3,13,3,0
1 season,,MIA,NBA,,12,121,,,,,100%,+3.5,-5.2,1,1,8,4,5,0,2,1,3
1 season,,LAC,NBA,,5,59,,,,13%,88%,+7.9,+18.0,1,1,5,0,0,0,0,0,1
1 season,,NYK,NBA,,4,75,,,,,100%,-19.8,-17.0,1,1,1,0,6,1,10,2,1
