Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1963-64,22,STL,NBA,SG,24,NA,139,4.1,13.7,0.302,2.8,4.4,0.647,5.4,5.4,6.7,11.1
1964-65,23,BOS,NBA,SG,3,NA,30,2.4,21.6,0.111,1.2,1.2,1,6,7.2,7.2,6
1965-66,24,PHI,NBA,SG,66,NA,838,2.9,8.1,0.354,1.7,2.6,0.65,3.8,3.4,7,7.4
1966-67,25,CHI,NBA,SG,76,NA,1042,4,10.6,0.381,3,4.8,0.63,6.2,4.5,5.8,11.1
Career,NA,,NBA,,169,NA,2049,3.5,10,0.356,2.4,3.8,0.639,5.2,4.2,6.4,9.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,CHI,NBA,,76,NA,1042,4,10.6,0.381,3,4.8,0.63,6.2,4.5,5.8,11.1
1 season,NA,PHI,NBA,,66,NA,838,2.9,8.1,0.354,1.7,2.6,0.65,3.8,3.4,7,7.4
1 season,NA,STL,NBA,,24,NA,139,4.1,13.7,0.302,2.8,4.4,0.647,5.4,5.4,6.7,11.1
1 season,NA,BOS,NBA,,3,NA,30,2.4,21.6,0.111,1.2,1.2,1,6,7.2,7.2,6
