Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1963-64,22,STL,NBA,SG,24,139,7,0.355,0.321,NA,NA,NA,NA,NA,-0.3,0.2,-0.1,-0.049
1964-65,23,BOS,NBA,SG,3,30,-4.7,0.136,0.056,NA,NA,NA,23.3,NA,-0.3,0.1,-0.2,-0.366
1965-66,24,PHI,NBA,SG,66,838,4.1,0.402,0.317,NA,NA,NA,11,NA,-0.5,0.9,0.4,0.022
1966-67,25,CHI,NBA,SG,76,1042,8.9,0.436,0.45,NA,NA,NA,15.6,NA,-0.3,1.2,1,0.045
Career,NA,,NBA,,169,2049,6.6,0.409,0.381,NA,NA,NA,13.7,NA,-1.3,2.3,1,0.023
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,CHI,NBA,,76,1042,8.9,0.436,0.45,NA,NA,NA,15.6,NA,-0.3,1.2,1,0.045
1 season,NA,PHI,NBA,,66,838,4.1,0.402,0.317,NA,NA,NA,11,NA,-0.5,0.9,0.4,0.022
1 season,NA,STL,NBA,,24,139,7,0.355,0.321,NA,NA,NA,NA,NA,-0.3,0.2,-0.1,-0.049
1 season,NA,BOS,NBA,,3,30,-4.7,0.136,0.056,NA,NA,NA,23.3,NA,-0.3,0.1,-0.2,-0.366
