,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1957-58,24,STL,NBA,,4,12,7,8,,,4,10
1958-59,25,STL,NBA,,5,12,3,3,,,4,11
Career,,,,,5,12,7,8,,,4,11
