Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1978-79,27,CLE,NBA,SF,1,0,13:00,2,8,0.25,NA,NA,NA,0,0,NA,1,1,0,0,0,1,0,4
Career,NA,,NBA,,1,0,13,2,8,0.25,NA,NA,NA,0,0,NA,1,1,0,0,0,1,0,4
