Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1967-68,24,KEN,ABA,C,1,5,-4.8,NA,NA,NA,NA,NA,8.7,0,NA,0,NA,0,0,0,0.039
1968-69,25,MNP,ABA,C,64,886,11.4,0.39,0,0.287,NA,NA,17.4,4.2,11.8,20.3,NA,-1.7,1.7,0,-0.001
1969-70,26,TOT,ABA,C,14,147,2.3,0.29,0.022,0.37,NA,NA,17.4,2.5,17.1,16.6,NA,-0.5,0.2,-0.3,-0.102
1969-70,26,CAR,ABA,C,11,135,3.4,0.326,0.024,0.366,NA,NA,17.6,1.9,18.8,16.5,NA,-0.4,0.2,-0.2,-0.065
1969-70,26,MMF,ABA,C,3,12,-9.1,0,0,0.4,NA,NA,15.1,9.4,0,17.6,NA,-0.1,0,-0.1,-0.517
Career,NA,,ABA,,79,1038,10,0.38,0.002,0.296,NA,NA,17.4,4,12.4,19.7,NA,-2.2,1.9,-0.3,-0.015
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,MNP,ABA,,64,886,11.4,0.39,0,0.287,NA,NA,17.4,4.2,11.8,20.3,NA,-1.7,1.7,0,-0.001
1 season,NA,CAR,ABA,,11,135,3.4,0.326,0.024,0.366,NA,NA,17.6,1.9,18.8,16.5,NA,-0.4,0.2,-0.2,-0.065
1 season,NA,MMF,ABA,,3,12,-9.1,0,0,0.4,NA,NA,15.1,9.4,0,17.6,NA,-0.1,0,-0.1,-0.517
1 season,NA,KEN,ABA,,1,5,-4.8,NA,NA,NA,NA,NA,8.7,0,NA,0,NA,0,0,0,0.039
