,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1968-69,18,STFRANPA,13,,178,378,,,74,108,,78,,,,,,430,.471,,.685,,33.1,6.0,
1969-70,19,STFRANPA,23,,210,475,,,122,164,,67,,,,,,542,.442,,.744,,23.6,2.9,
1970-71,20,STFRANPA,24,,220,466,,,112,162,,67,,,,,,552,.472,,.691,,23.0,2.8,
1971-72,21,STFRANPA,35,,249,552,,,120,151,,52,,,,,,618,.451,,.795,,17.7,1.5,
Career,,,82,,679,1493,,,354,477,,186,,,,,,1712,.455,,.742,,20.9,2.3,
