Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1968-69,22,SDR,NBA,SG,73,NA,1378,220,482,0.456,129,167,0.772,NA,NA,236,99,NA,NA,178,569
1969-70,23,SDR,NBA,PG,82,NA,2471,455,1027,0.443,278,361,0.77,NA,NA,255,287,NA,NA,238,1188
1970-71,24,SDR,NBA,SG,82,NA,3102,585,1305,0.448,519,644,0.806,NA,NA,406,344,NA,NA,230,1689
1971-72,25,HOU,NBA,SG,81,NA,3097,557,1279,0.435,387,462,0.838,NA,NA,345,337,NA,NA,211,1501
1972-73,26,DET,NBA,SG,51,NA,1603,185,455,0.407,120,150,0.8,NA,NA,172,138,NA,NA,117,490
1973-74,27,DET,NBA,SG,50,NA,980,154,361,0.427,139,164,0.848,34,79,113,97,38,3,79,447
1974-75,28,TOT,NBA,SG,75,NA,1783,228,561,0.406,192,229,0.838,88,106,194,188,56,12,162,648
1974-75,28,NOJ,NBA,SG,19,NA,353,39,115,0.339,47,53,0.887,7,17,24,30,12,2,28,125
1974-75,28,LAL,NBA,SG,56,NA,1430,189,446,0.424,145,176,0.824,81,89,170,158,44,10,134,523
1975-76,29,LAL,NBA,PG,53,NA,853,85,204,0.417,80,89,0.899,28,71,99,76,27,3,105,250
Career,NA,,NBA,,547,NA,15267,2469,5674,0.435,1844,2266,0.814,150,256,1820,1566,121,18,1320,6782
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,"SDR,HOU",NBA,,318,NA,10048,1817,4093,0.444,1313,1634,0.804,NA,NA,1242,1067,NA,NA,857,4947
2 seasons,NA,LAL,NBA,,109,NA,2283,274,650,0.422,225,265,0.849,109,160,269,234,71,13,239,773
2 seasons,NA,DET,NBA,,101,NA,2583,339,816,0.415,259,314,0.825,34,79,285,235,38,3,196,937
1 season,NA,NOJ,NBA,,19,NA,353,39,115,0.339,47,53,0.887,7,17,24,30,12,2,28,125
