,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1968-69,22,SDR,NBA,,9,18,6,7,,,10,3,,,5,23
1973-74,27,DET,NBA,,10,14,11,12,,,8,5,,,4,25
Career,,,,,10,18,11,12,,,10,5,,,5,25
1 Season,,DET,NBA,,10,14,11,12,,,8,5,,,4,25
1 Season,,SDR,NBA,,9,18,6,7,,,10,3,,,5,23
