Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1966-67,23,DET,NBA,PG,80,2762,16.5,0.475,0.243,NA,NA,NA,18.1,NA,NA,NA,NA,NA,2,3.2,5.3,0.092,NA,NA,NA,NA,NA
1967-68,24,DET,NBA,PG,79,3209,18.5,0.49,0.353,NA,NA,NA,23,NA,NA,NA,NA,NA,3.8,2.5,6.2,0.093,NA,NA,NA,NA,NA
1968-69,25,DET,NBA,PG,77,3039,17.8,0.482,0.391,NA,NA,NA,26,NA,NA,NA,NA,NA,3.3,1.2,4.5,0.071,NA,NA,NA,NA,NA
1969-70,26,DET,NBA,PG,70,2334,21.3,0.517,0.448,NA,NA,NA,27.5,NA,NA,NA,NA,NA,4.1,1.2,5.3,0.109,NA,NA,NA,NA,NA
1970-71,27,DET,NBA,PG,82,3065,22.5,0.54,0.451,NA,NA,5.7,21.7,NA,NA,NA,NA,NA,9.3,2.4,11.7,0.183,NA,NA,NA,NA,NA
1971-72,28,DET,NBA,PG,45,1936,16.2,0.485,0.397,NA,NA,4.6,23.8,NA,NA,NA,NA,NA,1.4,0.3,1.7,0.042,NA,NA,NA,NA,NA
1972-73,29,DET,NBA,PG,82,3361,18.3,0.514,0.362,NA,NA,4.3,26.3,NA,NA,NA,NA,NA,6,2.7,8.6,0.123,NA,NA,NA,NA,NA
1973-74,30,DET,NBA,PG,81,3124,16.4,0.497,0.328,3.6,5.7,4.6,25.8,1.6,0.3,NA,NA,NA,4.1,3.2,7.3,0.113,NA,1,-0.7,0.3,1.8
1974-75,31,DET,NBA,PG,79,3222,17.1,0.493,0.318,3,6.8,4.9,28.9,1.7,0.4,NA,NA,NA,4,1.3,5.3,0.08,NA,1.2,-1.6,-0.4,1.3
1975-76,32,WSB,NBA,PG,82,2945,16,0.511,0.379,3.4,4.9,4.2,24.2,1.8,0.4,NA,NA,NA,3.4,2.9,6.3,0.102,NA,0.4,-0.5,-0.1,1.4
1976-77,33,WSB,NBA,SG,64,1516,15.3,0.503,0.295,3.7,5.9,4.8,25.5,1.8,0.2,NA,NA,NA,1.6,1.3,2.9,0.092,NA,0.1,-0.4,-0.3,0.7
1977-78,34,BOS,NBA,PG,80,2256,13.4,0.508,0.315,3.5,6,4.8,19.2,1.6,0.4,16.8,22.1,NA,2,1.6,3.6,0.076,NA,-0.7,-0.6,-1.2,0.4
Career,NA,,NBA,,901,32769,17.6,0.502,0.36,3.4,5.8,4.7,24.3,1.7,0.4,16.8,22.1,NA,45,23.8,68.8,0.101,NA,0.5,-0.8,-0.3,5.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,DET,NBA,,675,26052,18.3,0.5,0.365,3.3,6.2,4.8,24.6,1.6,0.4,NA,NA,NA,38,18,56,0.103,NA,1.1,-1.2,-0.1,3.1
2 seasons,NA,WSB,NBA,,146,4461,15.8,0.508,0.35,3.5,5.2,4.4,24.7,1.8,0.3,NA,NA,NA,5,4.2,9.2,0.099,NA,0.3,-0.5,-0.2,2.1
1 season,NA,BOS,NBA,,80,2256,13.4,0.508,0.315,3.5,6,4.8,19.2,1.6,0.4,16.8,22.1,NA,2,1.6,3.6,0.076,NA,-0.7,-0.6,-1.2,0.4
